accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.02,0.99,0.32,-4.5,-0.77,-3.02
0.02,0.99,0.31,-4.02,-0.52,-3.26
0.02,0.98,0.31,-3.69,-0.41,-3.24
0.02,0.99,0.31,-3.44,-0.15,-3.44
0.02,0.99,0.32,-3.0,-0.02,-3.24
0.01,1.0,0.31,-2.75,0.01,-3.44
0.02,1.0,0.31,-2.38,0.03,-3.18
0.03,1.0,0.31,-2.44,0.37,-3.37
0.01,1.0,0.31,-2.44,0.37,-3.43
0.01,1.0,0.31,-2.31,0.13,-3.52
0.01,1.0,0.31,-2.15,0.35,-3.5
0.01,1.01,0.31,-2.21,0.12,-3.27
0.02,1.0,0.32,-2.27,-0.04,-3.15
0.01,1.01,0.32,-2.15,-0.13,-3.1
0.01,1.01,0.32,-2.11,-0.13,-2.76
0.02,1.01,0.31,-2.11,-0.42,-2.61
0.01,1.01,0.32,-1.87,-0.71,-2.37
0.01,1.0,0.32,-2.04,-0.96,-2.42
0.01,1.0,0.31,-2.09,-1.02,-2.59
0.01,1.0,0.32,-1.98,-1.26,-2.46
0.01,1.0,0.33,-1.93,-1.44,-2.5
0.01,1.01,0.31,-1.61,-1.4,-2.24
0.01,1.0,0.3,-1.47,-1.27,-1.98
0.01,1.0,0.31,-1.15,-1.16,-2.02
0.01,1.0,0.3,-0.77,-1.08,-1.83
0.01,1.0,0.31,-0.67,-1.12,-1.92
0.01,1.0,0.3,-0.56,-0.92,-1.68
0.01,1.0,0.31,-0.46,-1.31,-1.6
0.01,1.0,0.31,-0.56,-1.36,-1.38
0.01,1.0,0.3,-0.82,-1.09,-1.29
0.01,1.0,0.3,-0.76,-1.44,-1.17
0.01,1.0,0.31,-1.08,-1.58,-1.21
0.02,1.0,0.31,-1.12,-1.47,-0.98
0.01,1.0,0.3,-1.22,-1.5,-1.03
0.01,1.0,0.3,-1.23,-1.4,-0.83
0.01,1.0,0.3,-1.1,-1.18,-0.73
0.01,1.0,0.3,-1.03,-1.18,-0.98
0.01,0.99,0.29,-0.86,-1.36,-0.73
0.02,0.99,0.3,-0.65,-1.21,-0.82
0.01,0.99,0.29,-0.24,-1.35,-0.88
0.02,0.99,0.3,-0.41,-1.36,-1.14
0.01,1.0,0.3,-0.33,-1.25,-1.03
0.02,1.0,0.3,-0.15,-1.18,-1.04
0.01,1.0,0.29,-0.42,-1.31,-1.08
0.01,1.0,0.3,-0.53,-1.26,-0.99
0.01,1.0,0.31,-0.64,-1.07,-0.85
0.01,1.0,0.3,-0.68,-1.07,-0.76
0.01,1.0,0.3,-0.77,-1.15,-0.9
0.01,1.0,0.3,-0.69,-1.23,-0.35
0.01,1.0,0.3,-0.76,-1.18,-0.34
0.01,1.0,0.3,-0.92,-1.09,-0.18
0.02,0.99,0.3,-1.16,-1.38,-0.29
0.01,1.0,0.29,-1.08,-1.37,-0.09
0.01,0.99,0.29,-1.05,-1.44,-0.23
0.02,0.99,0.3,-1.15,-1.34,-0.39
0.02,0.99,0.29,-1.14,-1.48,-0.4
0.02,0.98,0.3,-0.89,-1.35,-0.41
0.02,0.98,0.29,-0.81,-0.93,-0.56
0.02,0.99,0.29,-0.78,-0.85,-0.76
0.02,0.99,0.3,-0.51,-0.94,-0.76
0.02,0.98,0.28,-0.67,-1.05,-1.08
