accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.06,0.99,0.36,-2.26,-0.2,-0.46
0.05,0.99,0.36,-1.92,0.1,-0.72
0.05,0.98,0.35,-1.76,0.43,-0.89
0.05,0.98,0.36,-1.41,0.69,-1.24
0.05,0.98,0.36,-1.61,0.74,-1.4
0.05,0.98,0.37,-1.76,0.88,-1.52
0.04,0.99,0.37,-1.69,0.6,-1.6
0.05,0.99,0.37,-1.87,0.46,-1.73
0.04,0.99,0.37,-1.74,0.4,-1.6
0.05,1.0,0.38,-1.79,-0.08,-1.44
0.05,1.0,0.38,-1.64,-0.31,-1.24
0.04,1.0,0.38,-2.08,-0.69,-0.78
0.05,1.0,0.38,-2.16,-1.13,-0.42
0.04,1.0,0.37,-2.15,-1.69,-0.31
0.04,0.99,0.38,-2.19,-1.85,-0.13
0.04,1.0,0.37,-2.43,-2.05,-0.27
0.04,0.99,0.37,-2.55,-2.18,-0.16
0.05,0.99,0.37,-2.54,-2.08,0.14
0.05,0.99,0.37,-2.05,-2.32,-0.07
0.05,0.99,0.37,-2.13,-2.17,-0.12
0.05,0.98,0.37,-1.51,-1.92,-0.25
0.05,0.99,0.36,-1.19,-1.68,-0.44
0.05,0.98,0.37,-0.97,-1.43,-0.47
0.04,0.98,0.36,-0.9,-1.3,-0.8
0.05,0.98,0.37,-0.74,-1.08,-0.82
0.04,0.99,0.37,-0.59,-1.15,-1.07
0.05,0.98,0.36,-0.53,-1.08,-1.21
0.05,0.99,0.37,-0.37,-1.26,-1.21
0.04,0.98,0.37,-0.39,-1.52,-1.6
0.05,0.99,0.36,-0.18,-1.66,-1.29
0.05,0.99,0.36,-0.44,-1.56,-1.73
0.05,0.99,0.38,-0.08,-1.74,-1.39
0.05,1.0,0.37,-0.17,-1.85,-1.5
0.03,0.99,0.37,-0.25,-1.54,-1.65
0.05,0.99,0.36,0.12,-1.76,-1.28
0.05,0.99,0.37,0.01,-2.09,-1.11
0.04,1.0,0.37,-0.62,-1.85,-1.08
0.04,0.99,0.35,-0.92,-2.17,-0.85
0.04,1.0,0.36,-1.12,-1.81,-0.82
0.05,1.0,0.36,-1.41,-1.79,-0.4
0.05,0.99,0.36,-1.18,-1.65,-0.8
0.04,0.98,0.35,-1.27,-1.19,-0.59
0.04,0.99,0.35,-1.06,-1.3,-0.73
0.05,0.99,0.35,-1.1,-0.85,-0.89
0.04,0.98,0.35,-1.21,-0.7,-1.14
0.04,0.98,0.35,-0.81,-0.52,-1.34
0.04,0.98,0.35,-0.66,-0.33,-1.68
0.05,0.98,0.35,-0.26,-0.64,-1.57
0.05,0.98,0.37,-0.16,-0.73,-1.83
0.04,0.99,0.36,-0.11,-0.94,-1.99
0.04,0.98,0.36,-0.47,-1.13,-1.81
0.04,0.99,0.36,-0.77,-1.66,-1.89
0.04,0.99,0.37,-0.85,-1.85,-2.04
0.04,0.99,0.36,-0.89,-2.15,-1.85
0.05,0.99,0.37,-1.27,-2.44,-1.73
0.04,0.98,0.36,-1.49,-2.34,-1.68
0.05,0.98,0.34,-1.67,-2.3,-1.67
0.05,0.99,0.35,-1.53,-2.13,-1.41
0.05,0.98,0.35,-1.48,-2.17,-2.11
0.04,0.97,0.36,-1.8,-2.0,-2.47
0.04,0.97,0.35,-1.47,-1.59,-2.92
0.05,0.98,0.34,-0.79,-0.69,-3.08
0.05,0.99,0.35,-0.34,0.05,-2.91
0.05,1.0,0.35,-0.4,0.36,-2.75
0.04,0.99,0.35,-0.65,0.21,-2.88
0.03,1.0,0.37,-1.37,-0.63,-2.98
0.04,0.99,0.37,-2.95,-1.26,-3.35
0.04,1.0,0.38,-4.54,-2.06,-3.33
0.05,1.0,0.37,-4.79,-2.26,-2.36
0.05,1.0,0.35,-4.07,-2.39,-1.55
0.05,1.01,0.35,-3.24,-1.96,-1.02
0.05,1.0,0.35,-2.36,-1.47,-0.92
0.05,0.99,0.35,-2.03,-1.17,-1.04
0.05,0.99,0.35,-2.32,-1.12,-0.64
0.04,0.98,0.35,-2.31,-0.5,-0.72
0.05,0.98,0.35,-2.7,-0.67,-1.03
0.04,0.98,0.37,-2.86,-0.69,-1.39
0.05,0.98,0.36,-2.63,-0.31,-1.51
0.05,0.98,0.35,-2.43,0.4,-1.66
0.05,0.99,0.36,-2.2,0.77,-1.45
0.05,0.98,0.36,-1.96,0.81,-1.58
0.05,0.99,0.36,-1.79,0.94,-1.26
0.05,0.99,0.35,-1.57,0.8,-1.43
0.04,1.0,0.38,-1.74,0.1,-1.08
0.04,0.99,0.39,-2.2,-0.5,-1.12
0.04,0.99,0.38,-2.73,-1.14,-1.11
0.05,0.99,0.37,-2.99,-1.57,-1.34
0.05,0.98,0.37,-3.13,-1.75,-1.28
0.04,0.98,0.38,-2.99,-1.55,-1.44
0.04,0.99,0.37,-2.65,-1.6,-1.53
0.04,0.99,0.37,-2.03,-1.75,-1.92
0.04,0.98,0.37,-1.64,-1.58,-2.04
0.04,0.99,0.37,-1.16,-1.27,-2.08
0.04,0.98,0.37,-1.09,-1.24,-2.04
0.05,0.99,0.36,-0.8,-0.99,-2.26
0.04,0.98,0.37,-0.74,-0.88,-2.32
0.04,0.99,0.37,-0.5,-0.85,-2.29
0.04,0.99,0.37,-0.6,-1.09,-2.46
0.04,0.99,0.37,-0.62,-0.9,-2.47
0.04,0.99,0.37,-0.47,-0.78,-2.52
0.04,0.99,0.36,-0.34,-0.76,-2.27
0.04,0.99,0.36,-0.37,-0.77,-2.08
0.04,1.0,0.36,-0.53,-0.73,-1.86
0.04,0.99,0.36,-0.7,-0.5,-1.95
0.04,1.0,0.36,-1.12,-0.55,-1.66
0.04,1.0,0.37,-1.3,-0.6,-1.55
0.04,1.0,0.36,-1.24,-0.69,-1.41
0.04,0.99,0.35,-1.36,-0.39,-1.46
0.04,0.99,0.35,-1.42,-0.51,-1.43
0.03,0.99,0.35,-1.29,-0.4,-1.43
0.04,0.99,0.35,-1.42,-0.35,-1.41
0.04,0.99,0.35,-1.38,-0.4,-1.26
0.03,0.99,0.36,-1.4,-0.57,-1.23
0.03,1.0,0.35,-1.24,-0.47,-1.21
0.03,0.99,0.36,-1.45,-0.46,-1.05
0.04,1.0,0.36,-1.4,-0.4,-0.94
0.03,0.99,0.36,-1.15,-0.5,-1.18
0.03,0.99,0.36,-1.1,-0.55,-0.85
0.04,0.99,0.36,-1.06,-0.44,-1.01
0.04,0.99,0.36,-0.93,-0.61,-1.27
0.04,0.99,0.35,-1.27,-0.61,-1.14
0.04,0.99,0.36,-1.26,-0.69,-1.02
0.04,0.99,0.36,-1.39,-0.49,-1.18
0.04,0.99,0.35,-1.63,-0.22,-1.15
