accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.05,0.99,0.35,-2.31,-1.37,-1.54
0.06,0.99,0.35,-2.29,-1.37,-1.61
0.05,0.99,0.35,-2.23,-1.21,-1.63
0.06,0.98,0.34,-2.34,-1.21,-1.82
0.06,0.98,0.34,-2.24,-1.23,-1.85
0.06,0.98,0.34,-2.17,-0.98,-2.14
0.06,0.99,0.34,-1.86,-0.62,-2.4
0.06,0.98,0.34,-1.64,-0.38,-2.53
0.06,0.98,0.33,-1.58,-0.08,-2.78
0.06,0.98,0.33,-1.38,0.18,-2.53
0.06,0.99,0.33,-1.39,0.68,-2.5
0.06,0.99,0.34,-1.4,1.14,-2.66
0.06,1.0,0.34,-1.66,1.08,-2.47
0.05,0.99,0.34,-2.07,1.29,-2.35
0.06,1.0,0.34,-2.26,1.04,-2.24
0.05,1.0,0.35,-2.59,0.91,-2.08
0.04,1.0,0.35,-2.81,0.73,-1.74
0.05,1.0,0.34,-2.99,0.31,-1.34
0.05,1.0,0.35,-3.23,0.3,-1.15
0.05,1.0,0.35,-3.14,-0.05,-1.18
0.06,1.0,0.35,-3.48,-0.27,-0.86
0.05,0.99,0.35,-3.79,-0.63,-0.76
0.04,0.99,0.35,-3.99,-0.95,-0.96
0.05,0.98,0.36,-4.42,-1.21,-1.24
0.05,0.98,0.36,-4.56,-1.22,-1.69
0.06,0.99,0.35,-4.22,-1.32,-1.47
0.06,0.98,0.36,-3.93,-1.04,-1.63
0.06,0.99,0.35,-3.42,-0.56,-1.4
0.06,0.99,0.35,-2.66,-0.59,-1.17
0.05,0.99,0.36,-2.11,-0.36,-1.18
0.06,0.99,0.35,-1.46,-0.38,-1.17
0.05,0.99,0.35,-1.63,-0.39,-1.29
0.06,0.99,0.36,-1.53,-0.13,-1.34
0.06,0.99,0.36,-1.79,-0.2,-1.37
0.06,0.99,0.36,-1.91,-0.05,-1.31
0.06,0.99,0.36,-1.71,-0.16,-1.36
0.05,0.99,0.36,-1.85,-0.46,-1.47
0.05,0.99,0.36,-1.6,-0.04,-1.51
0.06,0.99,0.35,-1.4,-0.22,-1.3
0.05,0.99,0.36,-1.37,-0.53,-1.42
0.05,0.99,0.35,-1.34,-0.47,-1.69
0.05,0.99,0.37,-1.07,-0.86,-1.47
0.05,0.99,0.36,-1.07,-0.69,-1.85
0.05,0.99,0.35,-1.02,-0.99,-1.85
0.05,0.99,0.35,-1.12,-0.79,-1.89
0.06,0.99,0.35,-1.08,-1.07,-1.92
0.05,1.0,0.35,-1.23,-1.21,-1.45
0.05,1.0,0.36,-1.42,-1.33,-1.44
0.04,1.0,0.36,-1.72,-1.72,-1.31
0.04,0.99,0.36,-1.9,-2.15,-1.44
0.04,0.99,0.36,-2.05,-2.44,-1.24
0.05,0.99,0.35,-2.44,-2.53,-1.17
0.04,1.0,0.36,-2.67,-2.48,-1.16
0.05,1.0,0.35,-2.78,-2.27,-0.89
0.05,1.0,0.34,-3.07,-1.88,-0.66
0.05,1.0,0.34,-2.82,-2.17,-0.25
0.05,1.01,0.35,-2.83,-1.9,0.07
0.05,1.0,0.35,-2.68,-1.75,0.3
0.05,1.0,0.34,-2.7,-1.27,0.47
0.04,0.99,0.35,-2.71,-1.17,0.65
0.05,0.98,0.35,-2.63,-0.79,0.38
0.05,0.99,0.34,-2.58,-0.47,0.43
0.06,0.99,0.33,-2.69,0.03,0.27
0.06,0.99,0.34,-2.34,1.05,0.37
0.06,1.0,0.31,-2.45,1.95,0.53
0.06,1.01,0.32,-2.47,3.65,0.83
0.06,1.0,0.32,-2.81,4.94,1.28
0.07,1.01,0.31,-3.48,6.63,1.69
0.07,1.02,0.3,-4.27,8.42,2.27
0.09,1.03,0.29,-5.13,11.26,3.27
0.11,1.06,0.27,-7.17,15.12,4.76
0.11,1.07,0.25,-9.68,20.56,6.4
0.11,1.08,0.21,-12.07,27.47,7.98
0.16,1.1,0.19,-14.4,34.87,10.71
0.15,1.1,0.16,-16.13,43.4,13.73
0.18,1.08,0.15,-19.18,53.66,15.81
0.16,1.08,0.15,-21.27,62.99,17.47
0.17,1.06,0.13,-22.0,73.15,20.71
0.17,1.01,0.12,-21.68,82.66,23.01
0.13,1.0,0.12,-20.07,92.07,23.08
0.1,0.99,0.08,-17.34,103.7,22.83
0.19,1.03,0.06,-13.63,117.85,25.58
0.21,1.03,0.03,-10.63,134.19,26.58
0.21,1.03,-0.0,-7.3,150.28,28.76
0.24,1.07,0.03,-5.95,166.58,32.55
0.23,1.06,0.01,-4.35,183.44,35.76
0.24,1.05,-0.06,-1.56,202.63,39.3
0.27,1.09,-0.09,1.72,221.66,43.87
0.28,1.12,-0.17,5.05,245.36,49.11
0.27,1.11,-0.2,8.87,250.13,52.9
0.27,1.08,-0.21,12.94,250.13,55.76
0.24,1.08,-0.18,16.96,250.13,58.89
0.24,1.08,-0.18,20.85,250.13,63.18
0.23,1.1,-0.2,24.79,250.13,67.62
0.21,1.1,-0.23,29.59,250.13,71.53
0.17,1.1,-0.23,34.31,250.13,75.08
0.1,1.09,-0.21,39.47,250.13,78.64
0.03,1.07,-0.17,44.75,250.13,81.7
-0.02,1.04,-0.15,50.38,250.13,84.79
