accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.01,0.99,0.26,-1.41,-0.46,-0.76
0.01,1.0,0.27,-1.2,-0.24,-0.85
0.02,1.0,0.27,-1.25,-0.38,-0.66
0.01,1.0,0.27,-1.3,-0.37,-0.61
0.01,0.99,0.27,-1.37,-0.58,-0.56
0.01,0.99,0.28,-1.23,-0.42,-0.69
0.02,1.0,0.28,-1.14,-0.5,-0.66
0.02,0.99,0.27,-1.36,-0.49,-0.6
0.01,1.0,0.28,-1.08,-0.51,-0.53
0.01,0.99,0.28,-1.06,-0.44,-0.69
0.02,1.0,0.28,-1.02,-0.53,-0.52
0.01,1.0,0.27,-0.79,-0.5,-0.6
0.02,1.0,0.27,-1.05,-0.72,-0.17
0.01,1.0,0.28,-1.02,-0.62,-0.16
0.02,1.0,0.27,-1.3,-0.82,0.06
0.01,1.0,0.26,-1.53,-0.7,0.1
0.01,1.0,0.28,-1.72,-0.98,0.11
0.01,1.0,0.27,-1.95,-0.78,0.0
0.02,1.0,0.27,-2.13,-1.21,0.02
0.01,0.99,0.27,-2.16,-1.11,-0.06
0.02,0.99,0.27,-2.35,-0.86,-0.16
0.02,0.99,0.26,-1.95,-0.97,-0.07
0.02,1.0,0.27,-1.95,-0.77,-0.18
0.02,0.99,0.27,-1.9,-0.69,-0.19
0.02,1.0,0.27,-1.83,-0.56,-0.11
0.03,0.99,0.26,-1.56,-0.35,-0.05
0.03,1.0,0.28,-1.5,-0.22,-0.11
0.03,0.99,0.27,-1.38,-0.08,-0.22
0.02,0.99,0.28,-1.61,-0.14,-0.4
0.02,0.99,0.27,-1.71,-0.05,-0.41
0.03,1.0,0.27,-1.69,0.22,-0.49
0.02,0.99,0.28,-1.4,0.42,-0.57
0.02,1.0,0.26,-1.44,0.55,-0.4
0.03,0.99,0.27,-1.46,0.56,-0.27
0.02,0.99,0.28,-1.32,0.44,-0.34
0.02,1.0,0.27,-0.97,0.34,-0.3
0.03,1.0,0.28,-1.2,0.22,-0.13
0.02,1.0,0.28,-1.27,-0.31,-0.15
0.02,1.0,0.28,-1.33,-0.57,-0.05
0.02,0.99,0.28,-1.52,-0.9,-0.17
0.01,0.99,0.28,-1.6,-1.6,-0.47
0.03,1.0,0.27,-1.89,-1.76,-0.33
0.02,0.99,0.28,-1.83,-1.91,-0.49
0.02,0.99,0.27,-1.66,-2.08,-0.52
0.03,0.99,0.27,-1.61,-2.08,-0.69
0.03,1.0,0.27,-1.41,-1.7,-0.81
0.03,0.99,0.27,-1.23,-1.28,-0.73
0.03,1.0,0.26,-1.05,-1.09,-0.89
0.03,0.99,0.27,-0.89,-0.76,-0.94
0.03,0.99,0.27,-0.87,-0.61,-1.19
0.02,1.0,0.27,-0.55,-0.53,-1.39
0.03,0.99,0.27,-0.85,-0.2,-1.63
0.02,0.99,0.27,-0.81,-0.18,-1.63
0.03,0.99,0.27,-0.89,0.04,-1.68
0.02,1.0,0.27,-0.4,0.08,-1.58
0.02,1.0,0.27,-0.4,0.42,-1.61
0.02,0.99,0.27,-0.2,0.56,-1.34
0.02,0.99,0.27,-0.27,0.48,-1.08
0.02,1.0,0.27,-0.29,0.51,-1.02
0.01,1.0,0.28,-0.54,0.31,-0.74
0.01,1.0,0.27,-1.2,-0.11,-0.57
0.02,1.0,0.28,-1.32,-0.23,-0.45
0.01,1.0,0.28,-1.71,-0.27,-0.35
0.02,1.0,0.29,-1.75,-0.51,-0.27
0.03,1.0,0.28,-1.73,-0.82,-0.04
0.02,0.99,0.28,-1.66,-0.64,-0.18
0.01,0.99,0.27,-1.5,-1.0,0.12
0.02,0.99,0.28,-1.16,-1.0,-0.04
0.02,0.99,0.27,-0.96,-1.21,-0.2
0.01,0.99,0.27,-1.05,-1.2,-0.28
0.02,1.0,0.27,-1.02,-1.36,-0.38
0.01,0.99,0.28,-0.9,-1.44,-0.5
0.01,0.99,0.27,-0.62,-1.6,-0.82
0.02,0.99,0.28,-0.73,-1.28,-0.6
