accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.04,0.94,0.19,20.99,23.5,13.78
-0.07,0.95,0.19,20.2,21.14,11.82
-0.08,0.96,0.19,18.71,17.69,9.26
-0.06,0.98,0.19,17.15,14.49,7.37
-0.05,0.99,0.18,14.79,11.77,6.6
-0.06,1.0,0.19,12.24,9.27,6.25
-0.07,0.98,0.19,9.78,6.08,5.93
-0.08,0.97,0.19,7.76,3.02,5.09
-0.07,0.99,0.17,5.65,0.3,4.45
-0.06,0.99,0.17,2.95,-3.0,5.61
-0.07,1.01,0.16,1.82,-4.43,4.66
-0.08,1.01,0.16,-0.12,-5.85,3.46
-0.06,1.02,0.16,-3.84,-8.63,3.29
-0.06,1.01,0.15,-7.21,-11.4,3.86
-0.06,1.01,0.13,-11.15,-14.11,5.27
-0.06,1.01,0.16,-16.34,-17.27,7.26
-0.07,1.01,0.14,-19.69,-18.56,7.6
-0.06,1.02,0.13,-22.31,-18.33,7.56
-0.04,1.03,0.13,-24.82,-17.92,7.83
-0.05,1.04,0.15,-26.92,-19.01,8.64
-0.05,1.01,0.04,-19.07,-9.21,7.86
-0.06,1.0,0.14,-14.65,-9.1,8.65
-0.08,0.99,0.17,-13.47,-14.35,9.98
-0.13,0.98,0.23,-17.11,-24.65,10.62
-0.13,0.98,0.2,-21.48,-29.36,9.4
-0.09,1.01,0.22,-25.77,-31.34,8.63
-0.05,1.04,0.19,-29.27,-32.24,8.76
-0.01,1.03,0.16,-29.82,-32.44,8.63
-0.03,1.01,0.15,-30.71,-33.73,8.14
-0.03,0.99,0.16,-31.77,-34.8,7.49
-0.02,0.97,0.14,-31.89,-34.53,6.5
-0.02,0.96,0.15,-32.06,-34.14,5.33
-0.0,0.97,0.15,-32.1,-33.51,4.45
-0.0,0.98,0.15,-31.53,-32.91,3.85
0.0,0.96,0.14,-29.99,-31.33,2.42
-0.0,0.96,0.14,-28.27,-29.44,1.33
-0.0,0.96,0.13,-25.6,-26.48,0.27
-0.0,0.95,0.12,-22.84,-23.29,-0.7
0.0,0.95,0.12,-19.73,-20.08,-1.88
0.01,0.94,0.11,-16.16,-15.67,-3.03
0.0,0.94,0.12,-13.1,-11.92,-4.48
-0.01,0.95,0.11,-10.46,-8.15,-5.56
0.01,0.95,0.1,-7.34,-3.21,-6.66
0.01,0.95,0.1,-4.35,0.75,-7.09
0.02,0.97,0.1,-1.41,4.48,-7.14
0.02,0.97,0.12,1.69,7.66,-6.82
0.01,0.96,0.14,3.82,9.63,-6.0
0.01,0.96,0.16,5.03,10.15,-5.31
-0.0,0.97,0.18,5.27,10.13,-4.47
-0.0,0.96,0.19,5.56,9.55,-3.95
-0.0,0.97,0.19,5.44,8.89,-3.73
-0.01,0.97,0.2,5.14,8.16,-2.86
-0.01,0.97,0.19,5.06,7.91,-2.2
-0.0,0.98,0.19,5.01,7.61,-1.42
0.0,0.99,0.18,5.04,7.99,-0.47
0.01,0.99,0.19,5.08,8.25,0.86
-0.0,1.0,0.19,4.98,8.29,2.49
0.01,0.99,0.18,4.51,8.21,4.15
0.02,0.98,0.2,3.48,8.26,5.98
0.02,0.98,0.2,1.77,7.79,7.62
0.02,0.97,0.22,-0.09,6.95,9.25
0.01,0.96,0.21,-1.93,6.24,10.44
0.01,0.97,0.2,-4.31,5.32,11.96
0.02,0.97,0.22,-7.05,5.6,13.74
0.04,0.95,0.24,-11.23,6.5,16.14
0.04,0.93,0.22,-15.51,7.66,19.18
0.03,0.92,0.22,-19.24,7.89,21.98
0.02,0.92,0.23,-23.31,7.29,24.45
0.01,0.98,0.2,-25.59,5.5,25.73
0.03,0.93,0.22,-29.43,6.37,28.69
-0.01,0.97,0.18,-30.73,5.51,28.29
0.0,0.96,0.2,-32.87,6.6,29.82
-0.0,0.96,0.21,-35.01,8.14,30.8
-0.03,0.94,0.19,-34.17,6.79,29.75
-0.02,1.01,0.14,-31.56,4.07,29.05
0.01,1.01,0.16,-30.36,2.47,29.38
0.04,0.98,0.18,-30.75,4.03,31.57
0.05,0.91,0.21,-32.22,5.3,33.79
-0.0,0.94,0.2,-32.69,3.84,32.83
-0.03,0.98,0.2,-33.15,1.05,31.95
-0.01,0.98,0.19,-32.58,-0.65,30.08
-0.03,1.01,0.18,-31.45,-2.69,27.21
-0.02,1.06,0.17,-29.83,-4.81,24.42
0.02,1.05,0.18,-30.24,-4.86,22.49
0.04,1.02,0.16,-30.98,-4.27,20.39
0.04,1.0,0.18,-31.51,-4.71,18.64
0.03,1.0,0.17,-32.02,-5.41,16.06
0.03,0.98,0.19,-33.13,-6.05,13.35
0.04,0.98,0.19,-33.37,-7.44,10.66
0.04,0.96,0.2,-34.56,-7.65,8.65
0.05,0.94,0.22,-35.64,-8.24,6.78
0.05,0.94,0.21,-36.81,-8.6,5.38
0.04,0.93,0.22,-37.53,-9.47,4.56
0.03,0.97,0.22,-38.27,-10.44,2.83
0.02,0.99,0.21,-38.34,-12.17,0.15
0.03,1.01,0.21,-38.3,-13.27,-1.62
0.04,1.0,0.2,-37.89,-13.11,-2.59
0.04,0.99,0.22,-37.99,-12.54,-3.01
0.04,0.96,0.22,-37.95,-11.43,-3.17
0.02,0.96,0.23,-37.18,-10.94,-4.4
0.0,0.97,0.22,-35.66,-11.31,-5.99
-0.0,0.98,0.22,-33.82,-12.18,-7.11
0.0,0.98,0.22,-32.33,-11.49,-8.18
0.0,0.98,0.23,-31.24,-10.84,-8.68
0.01,0.98,0.23,-30.73,-9.92,-9.45
0.02,0.99,0.23,-30.15,-8.02,-9.41
0.02,1.01,0.24,-29.4,-6.15,-8.47
0.01,1.01,0.23,-28.24,-4.93,-7.19
-0.0,1.03,0.23,-25.91,-4.95,-5.82
-0.01,1.06,0.25,-23.4,-5.49,-4.46
-0.01,1.05,0.25,-21.08,-6.01,-3.01
-0.01,1.04,0.27,-19.36,-5.73,-1.53
-0.01,1.02,0.27,-18.42,-5.14,-0.4
-0.01,1.01,0.28,-17.82,-5.12,0.85
-0.01,1.0,0.28,-17.26,-5.1,1.69
-0.01,1.0,0.27,-16.74,-5.37,1.62
-0.02,1.02,0.27,-16.19,-5.82,1.08
-0.01,1.02,0.27,-15.73,-6.37,0.29
-0.01,1.01,0.27,-15.44,-6.27,-0.84
-0.02,1.02,0.28,-15.07,-6.4,-2.18
-0.01,1.01,0.29,-14.78,-6.92,-3.21
-0.01,1.01,0.29,-13.82,-7.07,-3.92
0.0,1.01,0.28,-12.85,-6.85,-4.73
0.0,1.01,0.28,-11.89,-6.34,-5.22
-0.01,1.0,0.28,-10.98,-5.74,-6.11
-0.01,1.0,0.29,-10.02,-5.39,-6.89
-0.01,1.0,0.29,-9.12,-4.82,-7.63
-0.01,1.0,0.28,-8.15,-4.29,-7.95
