accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.01,0.99,0.33,-2.44,-1.24,-1.22
-0.01,0.99,0.33,-2.27,-0.87,-1.07
-0.02,0.99,0.33,-2.44,-0.87,-1.22
-0.01,0.98,0.33,-2.29,-0.84,-1.16
-0.01,0.99,0.33,-2.34,-0.76,-0.98
-0.02,0.99,0.33,-2.11,-0.78,-0.81
-0.01,0.99,0.32,-2.09,-0.63,-0.69
-0.02,0.99,0.33,-1.98,-0.56,-0.43
-0.01,0.98,0.33,-1.71,-0.61,-0.24
-0.01,0.99,0.33,-1.56,-0.53,-0.05
-0.01,0.99,0.33,-1.39,-0.43,0.23
-0.02,0.99,0.33,-1.45,-0.61,0.15
-0.01,0.99,0.33,-1.27,-0.56,0.41
-0.01,0.99,0.33,-1.22,-0.29,0.21
-0.01,0.99,0.34,-1.21,-0.35,0.27
-0.01,0.99,0.32,-1.18,-0.14,0.4
-0.01,0.99,0.33,-1.05,-0.02,0.38
-0.01,0.99,0.32,-1.05,0.14,0.29
-0.01,0.99,0.33,-1.18,0.38,0.03
-0.01,0.99,0.32,-1.37,0.4,0.14
-0.01,0.99,0.33,-1.39,0.37,0.21
-0.0,0.99,0.32,-1.45,0.46,0.02
-0.01,0.99,0.32,-1.4,0.4,-0.11
-0.01,0.99,0.31,-1.4,0.24,-0.06
-0.01,0.99,0.32,-1.45,0.34,-0.2
-0.0,0.99,0.32,-1.48,0.32,-0.35
-0.0,0.99,0.32,-1.42,0.15,-0.37
-0.01,0.99,0.32,-1.76,0.03,-0.53
-0.01,0.99,0.32,-1.62,-0.12,-0.69
-0.0,0.99,0.32,-1.88,-0.11,-0.63
-0.01,0.99,0.32,-2.0,-0.24,-0.76
-0.01,0.99,0.31,-1.83,-0.46,-1.02
-0.01,0.99,0.32,-2.05,-0.6,-1.07
-0.01,0.99,0.31,-1.94,-0.64,-0.98
-0.01,0.99,0.33,-1.86,-0.79,-0.85
-0.0,0.99,0.32,-1.92,-0.52,-1.11
-0.01,0.99,0.32,-1.77,-0.37,-0.99
-0.01,0.98,0.32,-1.77,-0.73,-0.53
-0.01,0.99,0.32,-1.92,-0.6,-0.58
-0.01,0.99,0.32,-1.86,-0.49,-0.5
-0.0,0.99,0.32,-1.66,-0.63,-0.61
-0.01,1.0,0.32,-1.98,-0.35,-0.58
-0.01,0.98,0.32,-1.85,-0.49,-0.64
-0.01,0.98,0.32,-1.89,-0.6,-0.7
-0.01,0.99,0.31,-1.88,-0.63,-1.01
-0.01,0.99,0.33,-2.0,-0.85,-1.02
-0.01,0.98,0.32,-2.12,-0.95,-0.93
-0.01,0.98,0.32,-2.12,-1.02,-1.07
-0.01,0.99,0.32,-2.11,-1.01,-0.92
-0.01,0.99,0.32,-2.5,-1.19,-1.04
-0.01,0.99,0.31,-2.18,-1.31,-0.9
-0.01,0.99,0.31,-2.43,-1.37,-0.7
-0.01,0.99,0.31,-2.27,-1.42,-0.84
-0.01,0.99,0.32,-2.26,-1.56,-0.55
-0.02,0.99,0.32,-2.38,-1.56,-0.75
-0.01,0.99,0.32,-2.18,-1.69,-0.46
-0.01,0.99,0.32,-2.4,-1.73,-0.49
-0.01,0.99,0.31,-2.43,-1.47,-0.49
-0.0,0.99,0.32,-2.64,-1.4,-0.72
-0.01,0.99,0.32,-2.61,-1.42,-0.55
-0.0,0.99,0.33,-2.6,-1.21,-0.69
-0.0,0.99,0.32,-2.9,-1.15,-0.43
-0.01,0.99,0.32,-2.96,-1.02,-0.52
-0.01,0.99,0.33,-2.93,-0.95,-0.63
-0.01,1.0,0.33,-2.85,-1.08,-0.52
-0.01,0.99,0.33,-2.7,-0.9,-0.52
-0.01,0.99,0.32,-2.55,-0.73,-0.4
-0.01,0.99,0.33,-2.44,-0.66,-0.58
-0.01,0.99,0.33,-2.0,-0.82,-0.38
-0.01,1.0,0.32,-1.91,-0.79,-0.47
-0.01,1.0,0.32,-1.86,-1.02,-0.32
-0.01,1.0,0.33,-1.77,-1.01,-0.21
-0.0,0.99,0.33,-1.77,-0.89,-0.41
-0.01,1.0,0.32,-1.65,-1.04,-0.55
-0.01,1.0,0.33,-1.65,-1.1,-0.43
-0.01,0.99,0.33,-1.82,-0.92,-0.64
-0.0,1.0,0.34,-1.48,-1.01,-0.72
-0.01,0.99,0.33,-1.8,-0.75,-0.9
-0.01,0.99,0.33,-1.77,-0.85,-0.9
-0.01,0.99,0.34,-1.66,-0.84,-1.04
-0.0,1.0,0.33,-1.48,-1.1,-1.01
-0.01,0.99,0.33,-1.45,-1.1,-1.08
-0.0,1.0,0.33,-1.47,-0.98,-0.95
-0.01,1.0,0.33,-1.36,-0.99,-1.07
-0.0,1.0,0.32,-1.59,-0.89,-0.82
-0.0,1.0,0.33,-1.45,-0.99,-0.79
-0.0,1.0,0.32,-1.36,-0.6,-0.95
-0.0,0.99,0.33,-1.51,-0.7,-0.75
0.0,0.99,0.32,-1.54,-0.55,-0.9
-0.0,0.99,0.32,-1.59,-0.66,-0.92
-0.01,0.99,0.33,-1.59,-0.43,-0.72
-0.0,0.99,0.32,-1.65,-0.7,-0.9
-0.01,0.99,0.32,-1.63,-0.6,-1.01
-0.01,0.99,0.32,-1.57,-0.53,-1.01
-0.01,0.99,0.32,-1.59,-0.72,-0.98
-0.01,0.99,0.32,-1.62,-0.34,-1.07
-0.01,0.99,0.33,-1.65,-0.53,-0.87
-0.01,0.98,0.32,-1.57,-0.99,-0.92
-0.01,0.99,0.32,-1.47,-1.08,-0.87
-0.01,0.98,0.32,-1.65,-1.33,-1.04
