accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.0,1.0,0.32,-1.01,-0.79,0.75
-0.0,1.0,0.32,-0.84,-0.95,0.78
-0.0,0.99,0.32,-0.92,-0.67,0.85
0.0,1.0,0.31,-1.15,-0.66,0.73
0.0,0.99,0.32,-1.18,-0.43,0.76
0.0,0.99,0.32,-1.22,-0.24,0.69
0.0,0.98,0.31,-1.24,0.02,0.61
0.0,0.99,0.31,-1.05,0.03,0.34
-0.0,0.99,0.31,-0.85,0.14,0.52
-0.01,0.99,0.32,-0.84,0.38,0.53
-0.01,0.99,0.32,-0.76,0.15,0.73
-0.01,0.99,0.32,-0.69,0.06,0.43
-0.01,0.98,0.32,-0.31,-0.6,0.41
-0.01,0.98,0.32,-0.2,-0.56,0.09
-0.01,0.98,0.31,-0.27,-0.92,-0.23
-0.01,0.98,0.32,-0.23,-0.99,-0.47
-0.0,0.99,0.31,-0.23,-0.85,-1.01
-0.0,0.99,0.3,-0.29,-1.01,-1.36
-0.0,0.99,0.31,-0.24,-0.99,-1.39
-0.0,0.99,0.31,-0.55,-0.84,-0.99
-0.0,0.99,0.3,-0.69,-0.82,-0.69
-0.0,1.0,0.29,-0.79,-0.6,-0.35
-0.0,1.0,0.3,-0.96,-0.21,0.09
0.0,1.0,0.29,-1.47,0.27,0.26
0.0,1.0,0.3,-1.69,0.66,0.38
0.0,1.0,0.3,-2.34,0.9,0.81
0.0,1.0,0.29,-3.07,1.19,0.61
0.0,1.0,0.3,-3.4,1.71,0.82
-0.0,1.0,0.31,-3.66,1.98,0.87
-0.0,1.0,0.3,-3.89,2.18,1.18
-0.02,1.0,0.3,-3.89,2.27,1.31
-0.01,1.0,0.31,-3.48,2.35,1.3
-0.01,0.99,0.3,-3.47,2.37,1.47
-0.0,0.99,0.31,-3.31,2.61,1.79
-0.01,1.0,0.31,-3.05,2.31,1.53
-0.01,0.99,0.32,-3.1,2.47,1.34
-0.01,0.99,0.31,-2.84,2.38,1.27
-0.01,0.99,0.3,-2.75,3.13,1.33
-0.01,1.0,0.31,-2.85,3.68,1.65
0.02,1.01,0.27,-2.7,5.11,1.54
0.01,1.01,0.31,-3.83,5.16,1.95
-0.01,0.99,0.31,-4.02,5.16,1.91
-0.01,0.99,0.3,-3.79,4.89,1.94
-0.01,0.99,0.3,-3.63,4.76,1.89
-0.01,1.0,0.3,-3.3,5.16,2.06
-0.01,1.01,0.3,-3.73,5.37,2.12
-0.0,1.01,0.31,-4.06,5.47,2.53
-0.03,1.0,0.3,-4.58,6.18,2.4
0.01,1.01,0.29,-4.72,6.61,2.95
0.0,1.01,0.32,-5.59,6.72,3.79
-0.01,1.01,0.31,-5.88,6.66,4.06
-0.02,1.01,0.31,-6.15,6.66,4.09
-0.01,1.01,0.31,-6.43,6.49,4.26
-0.01,1.01,0.31,-6.7,6.27,4.64
-0.01,1.0,0.28,-6.53,7.65,4.49
0.0,1.01,0.31,-6.64,7.45,5.08
-0.0,0.99,0.33,-6.98,6.82,5.27
-0.01,0.99,0.31,-6.81,6.43,5.15
-0.01,0.99,0.32,-6.67,6.0,5.05
-0.01,0.99,0.32,-6.58,5.83,4.7
0.01,0.99,0.29,-6.4,7.05,5.05
0.01,1.0,0.32,-6.55,6.76,5.34
0.0,0.99,0.33,-6.72,6.32,5.27
-0.02,0.97,0.32,-6.12,6.6,4.26
0.02,0.98,0.28,-5.07,7.42,4.27
0.02,0.99,0.31,-5.36,8.29,4.29
0.02,1.0,0.33,-6.06,7.82,4.7
-0.0,0.98,0.36,-6.55,6.7,4.47
-0.0,0.97,0.32,-6.27,5.63,4.03
0.0,0.97,0.33,-5.83,4.95,3.53
0.0,0.97,0.33,-5.86,4.14,3.31
0.0,0.97,0.33,-5.45,4.09,3.25
0.01,0.98,0.31,-5.36,4.78,3.27
0.02,0.98,0.32,-5.21,4.43,3.22
0.0,0.98,0.33,-4.93,4.4,2.79
-0.0,0.98,0.32,-4.95,3.92,2.43
0.0,0.97,0.34,-4.69,3.68,2.18
0.0,0.97,0.33,-4.61,3.4,1.76
0.0,0.98,0.33,-4.79,3.3,1.71
0.01,0.99,0.33,-4.93,2.73,1.5
0.0,0.98,0.3,-4.09,3.37,1.3
0.03,0.99,0.34,-4.32,3.48,2.12
0.01,0.99,0.34,-4.55,2.93,1.89
0.0,0.98,0.32,-4.78,2.55,1.45
0.02,0.99,0.33,-5.01,2.06,1.68
0.01,0.99,0.35,-4.89,1.31,1.57
0.0,0.98,0.35,-4.89,0.75,1.28
0.0,0.98,0.35,-4.79,-0.17,0.79
0.01,0.98,0.35,-5.05,-0.98,0.52
0.0,0.99,0.35,-5.1,-1.28,0.32
0.01,0.98,0.34,-4.96,-1.69,0.18
0.01,0.99,0.33,-4.79,-1.77,-0.06
0.0,0.98,0.33,-4.29,-2.02,-0.11
0.01,0.99,0.33,-4.08,-1.6,-0.34
0.01,0.98,0.33,-3.89,-1.31,-0.29
0.01,0.98,0.33,-3.39,-0.95,-0.49
0.01,0.99,0.32,-2.89,-0.67,-0.52
0.01,0.99,0.32,-2.66,-0.2,-0.49
0.01,0.99,0.32,-2.2,0.35,-0.49
0.01,0.99,0.32,-2.05,0.31,-0.52
0.02,0.99,0.32,-1.66,0.72,-0.64
0.01,0.99,0.33,-1.31,1.01,-0.53
0.0,0.99,0.33,-0.95,0.99,-0.52
0.0,0.99,0.33,-0.99,0.79,-0.4
0.0,1.0,0.34,-1.27,0.47,-0.27
0.0,1.0,0.34,-1.24,0.02,-0.29
-0.0,0.99,0.33,-1.57,-0.23,-0.31
0.0,1.0,0.33,-1.5,-0.81,-0.35
-0.0,0.99,0.33,-1.88,-1.01,-0.52
-0.0,0.99,0.33,-1.83,-1.28,-0.37
0.01,0.99,0.33,-1.91,-1.27,-0.38
0.0,0.99,0.33,-2.09,-1.18,-0.37
0.01,0.98,0.33,-1.83,-1.11,-0.58
0.01,0.99,0.32,-1.94,-1.1,-0.67
0.01,0.98,0.33,-1.62,-0.99,-0.79
0.01,0.98,0.31,-1.18,-0.78,-1.01
0.01,0.99,0.31,-1.08,-0.46,-1.02
0.01,0.99,0.32,-0.67,-0.18,-1.42
0.01,0.99,0.32,-0.64,0.15,-1.42
0.01,0.99,0.32,-0.67,0.37,-1.48
0.01,1.0,0.32,-0.98,0.4,-1.4
0.0,1.0,0.31,-1.05,-0.05,-1.05
0.01,1.0,0.32,-1.19,-0.09,-0.72
0.0,1.01,0.33,-1.51,-0.37,-0.32
0.01,1.0,0.32,-1.92,-0.9,-0.18
0.0,1.0,0.33,-2.58,-1.02,0.14
0.01,1.0,0.33,-2.84,-1.33,0.11
0.0,1.0,0.33,-3.44,-1.62,-0.11
0.01,0.99,0.33,-3.65,-1.97,0.0
0.01,0.99,0.32,-3.71,-1.68,0.14
0.01,0.99,0.32,-3.73,-1.63,0.06
0.01,0.98,0.32,-3.5,-1.57,-0.06
0.01,0.99,0.32,-3.33,-1.36,-0.23
0.01,0.98,0.31,-3.37,-0.98,-0.44
0.01,0.99,0.33,-3.15,-0.98,-0.58
0.02,0.98,0.32,-2.99,-0.41,-0.92
0.01,0.98,0.32,-2.76,-0.4,-1.08
0.01,0.98,0.33,-2.73,0.02,-1.11
0.01,0.98,0.32,-2.55,0.14,-1.42
0.01,0.98,0.33,-2.55,0.73,-1.42
0.01,0.98,0.33,-2.49,0.58,-1.16
