accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.04,0.99,0.33,-1.66,-0.12,-1.59
0.04,0.99,0.33,-1.19,0.15,-1.5
0.04,0.99,0.32,-0.98,-0.03,-1.51
0.04,0.99,0.32,-0.7,0.21,-1.66
0.04,1.0,0.33,-0.72,-0.03,-1.57
0.04,1.0,0.33,-0.82,0.11,-1.48
0.04,1.0,0.33,-0.81,-0.34,-1.47
0.04,1.0,0.33,-0.95,-0.32,-1.13
0.04,1.0,0.32,-0.99,-0.43,-0.89
0.04,1.0,0.32,-1.25,-0.61,-0.72
0.04,0.99,0.33,-1.22,-0.9,-0.58
0.03,1.0,0.33,-1.4,-1.3,-0.38
0.04,1.0,0.33,-1.15,-1.48,-0.43
0.04,1.0,0.32,-1.25,-1.97,-0.35
0.04,0.99,0.33,-1.16,-1.97,-0.43
0.04,1.0,0.32,-1.4,-1.62,-0.14
0.05,1.0,0.33,-1.65,-1.86,-0.03
0.05,1.0,0.32,-1.86,-1.59,0.0
0.05,1.0,0.32,-2.05,-1.4,0.23
0.05,0.99,0.31,-1.8,-1.3,0.31
0.05,0.99,0.31,-1.63,-1.22,0.32
0.05,0.99,0.3,-1.5,-0.9,0.2
0.05,0.99,0.32,-1.31,-0.6,0.12
0.05,0.98,0.31,-1.02,-0.21,0.14
0.05,0.98,0.31,-0.96,-0.32,-0.02
0.05,0.99,0.31,-0.6,0.0,-0.17
0.05,0.98,0.31,-0.5,0.03,-0.2
0.05,0.98,0.31,-0.44,0.15,-0.53
0.05,0.99,0.3,-0.43,0.06,-0.55
0.05,0.98,0.31,-0.56,0.2,-0.72
0.04,0.99,0.32,-0.56,0.08,-0.7
0.05,1.0,0.31,-0.75,-0.02,-0.79
0.04,0.99,0.32,-0.98,-0.21,-0.73
0.04,0.98,0.32,-0.95,-0.66,-0.73
0.05,0.99,0.32,-1.04,-0.87,-0.82
0.04,0.99,0.32,-1.18,-1.19,-0.69
0.04,0.99,0.32,-1.47,-1.33,-0.9
0.05,0.99,0.31,-1.88,-1.33,-0.84
0.05,0.99,0.31,-2.43,-1.59,-0.64
0.04,0.99,0.31,-2.64,-1.68,-0.73
0.04,0.99,0.32,-2.81,-1.4,-0.81
0.05,0.98,0.31,-2.35,-1.44,-0.69
0.05,0.98,0.31,-2.37,-1.4,-0.75
0.05,0.98,0.31,-2.11,-1.02,-0.95
0.05,0.98,0.31,-2.26,-0.82,-1.22
0.05,0.99,0.3,-2.23,-0.64,-1.42
0.06,0.99,0.31,-2.05,-0.44,-1.33
0.05,0.99,0.31,-2.08,-0.38,-1.37
0.05,0.99,0.31,-2.02,-0.27,-1.54
0.05,0.99,0.31,-2.09,-0.29,-1.25
0.05,0.99,0.31,-2.26,-0.12,-1.16
0.05,0.99,0.31,-2.24,-0.14,-1.16
0.05,0.99,0.3,-2.32,-0.2,-1.25
0.04,1.0,0.31,-2.29,-0.34,-1.11
0.04,1.0,0.31,-2.44,-0.15,-1.16
0.04,0.99,0.32,-2.15,-0.17,-0.96
0.04,0.99,0.31,-2.23,-0.38,-1.24
0.04,0.99,0.31,-2.14,-0.61,-1.37
0.04,1.0,0.31,-2.23,-0.72,-1.44
0.05,0.99,0.31,-2.43,-0.82,-1.42
0.05,0.99,0.32,-2.35,-1.01,-1.27
0.05,0.99,0.31,-2.37,-1.39,-1.28
0.04,0.99,0.3,-2.46,-0.9,-1.37
0.05,0.99,0.32,-2.53,-0.95,-1.31
0.05,1.0,0.32,-2.72,-0.99,-1.36
0.05,1.0,0.31,-2.56,-0.7,-1.01
0.05,0.99,0.31,-2.72,-0.61,-1.1
0.05,0.99,0.33,-2.49,-0.5,-0.89
0.05,0.99,0.32,-2.69,-0.41,-0.79
0.05,0.99,0.31,-2.23,-0.32,-0.66
0.05,0.99,0.32,-2.41,-0.38,-0.66
0.05,0.99,0.31,-2.2,-0.26,-0.72
0.04,0.99,0.32,-2.15,-0.29,-0.84
0.05,0.99,0.32,-2.24,-0.63,-0.92
0.06,1.0,0.32,-2.06,-0.79,-1.04
0.04,0.99,0.32,-2.05,-0.96,-1.36
0.04,0.99,0.33,-2.0,-1.19,-1.45
0.04,0.99,0.32,-2.05,-1.21,-1.39
0.04,0.99,0.33,-1.94,-1.45,-1.51
0.04,1.0,0.32,-1.97,-1.62,-1.1
0.05,1.0,0.33,-1.79,-1.69,-0.99
0.05,1.0,0.32,-1.74,-1.59,-0.82
0.05,0.99,0.32,-1.69,-1.6,-0.73
0.04,0.99,0.32,-1.53,-1.36,-0.69
0.05,0.99,0.32,-1.44,-1.24,-0.7
0.05,0.99,0.31,-1.62,-1.05,-0.7
0.05,1.0,0.33,-1.65,-1.27,-0.82
0.05,0.99,0.32,-1.88,-1.5,-0.84
0.04,0.99,0.32,-1.98,-1.56,-0.92
0.04,1.0,0.33,-2.0,-1.59,-0.82
0.04,0.99,0.32,-2.49,-1.79,-0.81
0.05,1.0,0.32,-2.49,-1.88,-0.69
0.04,1.0,0.31,-2.87,-1.8,-0.47
0.05,0.99,0.32,-3.1,-2.11,-0.29
0.04,0.99,0.31,-3.05,-1.89,-0.23
0.05,0.99,0.31,-3.07,-1.69,-0.26
0.05,0.99,0.32,-3.01,-1.88,-0.31
0.05,0.99,0.31,-3.16,-1.56,-0.23
0.05,0.98,0.32,-3.13,-1.77,-0.41
0.05,0.98,0.32,-3.22,-1.59,-0.66
0.05,0.98,0.31,-3.01,-1.77,-0.95
0.05,0.98,0.32,-2.89,-1.69,-0.96
0.04,0.98,0.31,-2.56,-1.74,-0.98
0.05,0.98,0.32,-2.44,-1.71,-1.11
0.04,0.98,0.32,-2.35,-1.59,-1.31
0.04,0.98,0.32,-2.47,-1.85,-1.65
0.04,0.97,0.31,-2.27,-1.65,-1.69
0.04,0.98,0.32,-2.27,-1.39,-1.98
0.04,0.98,0.31,-2.2,-1.47,-2.15
0.04,0.97,0.31,-1.98,-1.54,-2.14
0.04,0.98,0.31,-1.73,-1.65,-2.17
0.04,0.98,0.32,-1.57,-1.94,-1.94
0.04,0.99,0.32,-1.85,-2.17,-1.79
0.04,0.99,0.32,-2.35,-2.6,-1.76
0.04,0.99,0.31,-2.85,-2.5,-1.76
0.05,0.99,0.31,-3.44,-2.46,-1.56
0.05,0.99,0.31,-4.0,-2.31,-1.42
0.05,0.99,0.31,-4.49,-2.43,-1.3
0.05,0.98,0.31,-4.81,-2.29,-1.25
0.05,0.99,0.31,-5.11,-2.12,-1.11
0.05,0.98,0.31,-5.39,-2.05,-1.27
0.05,0.97,0.3,-5.57,-2.27,-1.24
0.05,0.98,0.31,-5.56,-2.02,-1.01
0.05,0.97,0.31,-5.4,-1.94,-1.31
0.05,0.97,0.3,-5.48,-1.82,-1.8
0.05,0.96,0.3,-5.54,-1.74,-2.09
0.05,0.97,0.32,-5.57,-1.68,-2.17
0.05,0.97,0.32,-5.48,-1.65,-2.5
0.05,0.96,0.31,-5.6,-1.59,-2.78
0.05,0.97,0.31,-5.68,-1.77,-2.92
0.05,0.97,0.31,-5.85,-1.83,-2.85
0.05,0.96,0.32,-6.02,-2.02,-3.19
0.06,0.96,0.32,-6.0,-2.29,-3.42
0.06,0.96,0.32,-6.34,-2.38,-3.77
0.06,0.95,0.32,-6.58,-2.49,-4.43
0.06,0.95,0.32,-6.7,-2.41,-5.01
0.06,0.94,0.32,-6.78,-2.53,-5.8
0.06,0.94,0.32,-6.53,-2.37,-7.04
0.07,0.93,0.31,-6.61,-2.23,-7.85
0.06,0.93,0.31,-6.24,-2.11,-8.84
0.07,0.93,0.32,-5.85,-2.15,-9.85
0.07,0.92,0.3,-5.53,-1.97,-11.1
0.06,0.92,0.31,-4.95,-1.74,-12.41
0.05,0.92,0.31,-4.27,-1.27,-13.92
0.06,0.92,0.3,-3.37,-1.13,-15.39
0.06,0.93,0.3,-2.75,-0.75,-16.72
0.06,0.94,0.29,-2.38,-0.47,-18.12
0.06,0.94,0.29,-2.32,-0.2,-19.19
0.06,0.95,0.3,-2.44,0.24,-20.32
0.05,0.96,0.3,-2.81,0.21,-21.31
0.06,0.97,0.3,-3.16,0.21,-21.73
0.06,0.99,0.3,-3.6,0.09,-21.77
0.05,1.01,0.31,-3.94,-0.29,-22.23
0.05,0.99,0.31,-4.55,-0.43,-22.87
0.05,1.0,0.31,-5.47,-0.69,-23.36
0.05,1.0,0.31,-6.58,-1.19,-24.08
0.06,1.0,0.32,-7.63,-1.71,-24.58
0.06,0.99,0.31,-7.91,-2.32,-25.54
0.05,0.99,0.32,-8.31,-2.67,-26.78
0.06,0.99,0.33,-9.01,-3.48,-28.0
0.05,0.99,0.33,-9.07,-4.47,-29.34
0.05,0.99,0.34,-9.42,-5.65,-30.87
0.05,1.0,0.35,-9.62,-7.08,-31.65
0.06,1.01,0.35,-10.18,-8.41,-32.32
0.05,1.02,0.36,-10.58,-9.76,-33.13
0.04,1.03,0.36,-11.05,-11.18,-33.69
0.03,1.04,0.36,-11.92,-12.52,-34.56
0.04,1.03,0.38,-13.04,-14.31,-35.44
0.02,1.05,0.37,-14.84,-16.09,-36.46
0.03,1.05,0.39,-16.67,-18.17,-37.13
0.01,1.08,0.39,-18.58,-20.0,-37.4
0.04,1.12,0.39,-21.01,-21.33,-33.01
0.06,1.1,0.44,-23.3,-24.63,-31.02
0.01,1.17,0.4,-25.45,-26.06,-31.71
0.0,1.17,0.39,-28.17,-26.79,-32.96
