accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.07,0.99,0.38,-1.53,-0.66,-1.42
0.07,0.99,0.38,-1.54,-0.87,-1.15
0.07,0.99,0.39,-1.51,-0.82,-1.02
0.06,0.99,0.38,-1.71,-1.13,-1.04
0.07,0.99,0.38,-1.56,-1.19,-1.02
0.07,0.98,0.37,-1.59,-1.48,-1.08
0.06,0.99,0.38,-1.63,-1.56,-1.05
0.06,0.99,0.38,-1.69,-1.76,-1.11
0.06,0.99,0.37,-1.77,-1.76,-0.92
0.07,0.99,0.37,-1.85,-1.68,-0.79
0.06,0.99,0.38,-1.74,-1.73,-0.79
0.06,0.99,0.37,-1.92,-1.8,-0.49
0.06,0.99,0.37,-1.89,-1.59,-0.56
0.06,0.99,0.37,-2.27,-1.39,-0.29
0.06,0.99,0.37,-2.27,-1.39,-0.34
0.07,0.99,0.36,-2.37,-1.3,-0.11
0.07,0.99,0.37,-2.41,-1.22,-0.17
0.06,0.99,0.36,-2.29,-1.15,-0.17
0.06,0.99,0.36,-2.2,-1.21,-0.09
0.06,0.98,0.38,-2.05,-1.19,-0.23
0.06,0.98,0.37,-1.95,-1.13,-0.17
0.06,0.98,0.37,-1.74,-1.11,-0.32
0.07,0.98,0.36,-1.63,-0.96,-0.44
0.07,0.99,0.37,-1.34,-0.96,-0.46
0.07,0.99,0.37,-1.24,-0.73,-0.55
0.06,0.99,0.36,-1.18,-0.81,-0.78
0.06,0.99,0.36,-1.4,-0.66,-0.55
0.07,0.99,0.37,-1.44,-0.41,-0.61
0.07,0.99,0.37,-1.62,-0.2,-0.46
0.06,0.98,0.37,-1.89,-0.27,-0.56
0.07,0.99,0.37,-2.03,-0.4,-0.47
0.06,0.98,0.37,-1.92,-0.27,-0.56
0.06,0.98,0.37,-1.88,-0.11,-0.32
0.07,0.98,0.37,-1.95,-0.29,-0.56
0.06,0.98,0.36,-1.89,-0.12,-0.63
0.07,0.98,0.36,-1.89,-0.05,-0.46
0.07,0.99,0.36,-2.02,-0.09,-0.52
0.07,0.99,0.36,-1.97,0.27,-0.38
0.07,0.99,0.36,-1.91,0.53,-0.12
0.07,0.99,0.35,-2.43,0.73,0.17
0.07,0.99,0.36,-2.44,0.9,0.35
0.07,0.99,0.36,-2.58,1.13,0.47
0.08,0.99,0.37,-3.05,0.93,0.73
0.07,0.99,0.38,-3.21,0.66,0.93
0.07,0.99,0.38,-3.42,0.58,0.87
0.07,0.99,0.38,-3.56,-0.24,1.05
0.07,0.99,0.39,-3.82,-0.6,1.16
0.07,0.99,0.39,-4.64,-1.02,0.98
0.06,0.98,0.39,-5.21,-1.62,0.84
0.07,0.98,0.38,-5.3,-1.88,0.61
0.07,0.97,0.37,-5.04,-2.06,0.6
0.07,0.97,0.37,-4.5,-1.85,0.4
0.07,0.98,0.37,-4.05,-1.66,-0.08
0.07,0.98,0.36,-3.53,-1.31,-0.24
0.08,0.97,0.36,-2.99,-1.04,-0.58
0.07,0.98,0.37,-2.64,-0.9,-0.73
0.07,0.98,0.38,-2.31,-0.21,-0.76
0.07,0.98,0.37,-2.0,0.03,-1.01
0.07,0.98,0.37,-1.91,0.37,-1.24
0.07,0.98,0.39,-1.68,0.9,-0.95
0.07,0.99,0.39,-1.48,0.58,-0.99
0.06,0.99,0.39,-1.6,0.52,-0.84
0.06,0.99,0.39,-1.62,0.34,-0.89
0.06,0.99,0.4,-1.97,0.03,-0.67
0.05,0.99,0.4,-2.03,-0.4,-0.73
0.05,0.99,0.4,-2.29,-0.64,-0.78
0.05,0.98,0.4,-2.43,-0.79,-0.67
0.05,0.99,0.39,-2.61,-1.02,-0.93
0.05,0.99,0.4,-2.64,-0.79,-1.04
0.04,0.98,0.38,-2.35,-0.05,-1.4
0.02,0.98,0.37,-1.89,0.89,-1.79
0.01,0.98,0.36,-1.21,2.15,-2.67
0.0,0.97,0.37,-0.03,3.94,-3.37
-0.01,0.97,0.36,1.56,5.85,-4.29
-0.02,0.97,0.34,3.63,8.81,-5.24
-0.04,0.97,0.34,6.03,11.56,-6.15
-0.06,0.97,0.33,9.07,14.56,-7.08
-0.08,0.97,0.33,12.52,17.51,-8.38
-0.09,0.98,0.33,16.08,20.6,-9.6
-0.12,0.98,0.33,19.4,23.25,-10.99
-0.15,1.0,0.34,22.75,25.65,-12.23
-0.19,1.02,0.35,25.76,27.95,-13.13
-0.21,1.04,0.35,28.12,29.94,-13.91
-0.24,1.07,0.35,29.95,31.59,-14.05
-0.28,1.12,0.36,31.07,32.63,-13.56
-0.31,1.16,0.39,31.01,33.36,-12.56
-0.33,1.19,0.38,30.78,33.69,-10.79
-0.36,1.22,0.4,29.51,34.32,-7.69
-0.39,1.23,0.41,27.77,34.4,-3.31
-0.42,1.21,0.43,26.95,32.75,0.35
-0.45,1.2,0.42,26.15,32.0,2.96
