accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.07,0.99,0.38,-2.0,-0.52,-1.42
0.07,0.99,0.37,-1.69,-0.7,-1.18
0.07,1.0,0.38,-1.62,-0.66,-1.34
0.06,0.98,0.38,-1.39,-0.6,-1.37
0.07,0.99,0.37,-1.37,-0.72,-1.28
0.07,1.0,0.37,-1.13,-0.9,-1.3
0.07,0.99,0.37,-1.02,-1.22,-1.3
0.07,1.0,0.37,-1.1,-1.48,-1.16
0.07,1.0,0.38,-1.04,-1.71,-1.11
0.07,0.99,0.38,-1.08,-1.88,-1.1
0.07,0.99,0.37,-1.11,-2.0,-1.19
0.07,0.99,0.37,-1.22,-2.15,-0.85
0.07,0.99,0.37,-1.62,-2.2,-0.73
0.06,0.99,0.36,-1.76,-2.24,-0.85
0.07,0.99,0.36,-1.88,-2.14,-0.58
0.07,1.0,0.36,-1.97,-1.95,-0.44
0.07,0.99,0.36,-1.91,-1.88,-0.14
0.07,0.99,0.36,-1.95,-1.63,-0.21
0.07,0.99,0.36,-2.03,-1.34,0.05
0.07,0.99,0.36,-1.88,-1.25,-0.17
0.06,0.99,0.36,-1.88,-0.96,0.02
0.07,0.99,0.37,-1.66,-0.67,-0.03
0.06,0.99,0.36,-1.74,-0.89,-0.06
0.07,0.98,0.35,-1.48,-0.58,-0.32
0.06,0.99,0.36,-1.25,-0.52,-0.47
0.07,0.98,0.36,-1.33,-0.61,-0.34
0.06,0.98,0.36,-1.44,-0.58,-0.53
0.07,0.99,0.36,-1.5,-0.66,-0.24
0.06,0.98,0.37,-1.44,-0.89,-0.44
0.06,0.98,0.36,-1.66,-0.92,-0.52
0.07,0.99,0.37,-1.83,-1.4,-0.58
0.07,0.98,0.36,-1.97,-1.44,-0.53
0.07,0.99,0.35,-2.11,-1.47,-0.55
0.06,0.98,0.36,-2.38,-1.59,-0.78
0.07,0.98,0.36,-2.14,-1.56,-0.79
0.06,0.98,0.35,-2.15,-1.45,-0.79
0.07,0.99,0.35,-2.2,-1.33,-0.64
0.07,0.99,0.36,-2.06,-1.02,-0.66
0.07,0.98,0.35,-1.69,-0.84,-1.1
0.07,0.98,0.35,-2.0,-0.63,-0.84
0.06,0.98,0.35,-1.85,-0.47,-0.98
0.07,0.98,0.36,-1.79,-0.18,-1.21
0.07,0.98,0.35,-1.8,-0.21,-1.19
0.07,0.98,0.37,-2.09,-0.02,-1.4
0.06,0.98,0.35,-1.86,0.0,-1.45
0.07,0.98,0.36,-2.2,-0.24,-1.4
0.07,0.98,0.36,-1.98,-0.12,-1.47
0.07,0.98,0.37,-2.26,-0.41,-1.53
0.06,0.98,0.37,-2.24,-0.67,-1.45
0.07,0.98,0.36,-2.46,-0.63,-1.36
0.06,0.98,0.36,-2.49,-0.63,-1.62
0.06,0.99,0.37,-2.44,-0.9,-1.44
0.06,0.99,0.36,-2.7,-0.55,-1.57
0.07,0.99,0.36,-2.67,-0.53,-1.44
0.07,0.99,0.37,-2.81,-0.64,-1.5
0.07,0.99,0.36,-2.93,-0.58,-1.21
0.07,0.99,0.37,-2.89,-0.46,-1.08
0.07,0.99,0.36,-2.7,-0.58,-1.07
0.08,0.99,0.36,-2.72,-0.49,-1.05
0.08,1.0,0.36,-2.84,-0.29,-0.99
0.08,0.99,0.36,-2.64,-0.34,-0.89
0.07,0.99,0.37,-2.73,-0.5,-0.98
0.07,0.99,0.36,-2.73,-0.21,-1.19
0.07,1.0,0.36,-2.53,-0.31,-0.93
0.07,0.99,0.37,-2.56,-0.15,-0.67
0.07,1.0,0.37,-2.53,-0.09,-0.7
0.07,1.0,0.37,-2.61,0.03,-0.76
0.07,0.99,0.37,-2.52,-0.26,-0.75
0.06,0.99,0.37,-2.46,-0.27,-0.66
0.06,0.99,0.37,-2.06,-0.47,-0.72
0.06,0.99,0.37,-2.08,-0.47,-0.73
0.07,0.99,0.36,-2.0,-0.76,-0.7
0.07,0.99,0.37,-1.94,-0.95,-0.79
0.06,0.98,0.38,-1.86,-1.22,-0.87
0.06,0.98,0.37,-1.95,-1.31,-0.93
0.07,0.99,0.37,-1.8,-1.53,-0.82
0.07,0.98,0.37,-1.66,-1.74,-1.04
0.06,0.98,0.37,-1.88,-1.76,-0.96
0.07,0.98,0.37,-1.65,-1.71,-1.02
0.07,0.98,0.37,-1.79,-1.51,-1.33
0.07,0.99,0.37,-1.56,-1.83,-1.3
0.06,0.98,0.37,-1.73,-1.54,-1.42
0.07,0.99,0.37,-1.59,-1.48,-1.3
0.07,0.99,0.36,-1.44,-1.33,-1.22
0.06,0.98,0.36,-1.39,-1.4,-1.42
0.07,0.99,0.36,-1.74,-1.18,-1.16
0.07,0.99,0.36,-1.97,-1.11,-0.99
0.07,0.99,0.36,-1.91,-0.85,-1.02
0.07,0.99,0.36,-2.27,-0.75,-0.69
0.06,0.99,0.37,-2.46,-0.56,-0.67
0.07,1.0,0.36,-2.61,-0.72,-0.44
0.07,0.99,0.36,-2.5,-0.79,-0.58
