accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.05,0.99,0.21,-0.06,-1.61,-3.37
0.04,1.0,0.21,0.37,-1.5,-3.2
0.04,0.99,0.22,0.99,-0.98,-3.08
0.04,0.99,0.21,1.6,-0.97,-3.08
0.04,1.0,0.22,1.84,-0.5,-2.98
0.04,1.0,0.21,1.95,-0.55,-2.74
0.04,1.0,0.21,2.04,-0.21,-3.03
0.04,0.99,0.2,2.02,-0.33,-2.9
0.04,1.0,0.21,1.96,-0.24,-2.88
0.04,1.0,0.21,1.59,-0.37,-2.75
0.04,1.01,0.21,1.29,-0.44,-2.93
0.04,1.0,0.22,0.56,-0.46,-2.43
0.04,1.0,0.22,0.28,-0.73,-2.46
0.04,1.01,0.22,-0.21,-1.06,-2.06
0.04,1.0,0.22,-0.44,-1.4,-1.82
0.04,1.0,0.22,-0.44,-1.95,-1.53
0.04,1.0,0.22,-0.36,-2.48,-1.35
0.04,1.0,0.21,-0.4,-2.5,-1.44
0.03,0.99,0.21,-0.33,-2.89,-1.53
0.04,0.99,0.2,-0.07,-3.02,-1.66
0.04,0.99,0.2,0.21,-2.69,-1.8
0.04,0.99,0.2,0.4,-2.82,-1.82
0.03,0.99,0.19,0.3,-2.53,-2.17
0.04,1.0,0.2,0.33,-2.44,-2.46
0.04,0.99,0.19,0.31,-2.15,-2.47
0.04,1.0,0.19,0.3,-1.74,-2.44
0.04,1.0,0.2,0.02,-1.64,-2.15
0.05,1.01,0.2,-0.2,-0.97,-1.88
0.04,1.0,0.2,-0.37,-0.8,-1.33
0.04,1.0,0.19,-0.36,-0.98,-1.12
0.04,1.0,0.19,-0.18,-0.46,-0.96
0.04,0.99,0.2,-0.33,-1.11,-1.01
0.04,0.99,0.2,-0.37,-0.79,-1.23
0.04,0.98,0.2,-0.06,-0.95,-1.42
0.04,0.99,0.2,0.0,-0.92,-1.63
0.04,0.99,0.2,0.11,-1.09,-1.86
0.04,0.99,0.2,0.35,-1.08,-1.93
0.03,0.99,0.2,0.23,-1.06,-2.04
0.04,0.99,0.2,0.54,-1.29,-1.6
0.04,1.0,0.2,0.23,-1.34,-1.55
0.03,0.99,0.21,0.1,-1.35,-1.42
0.04,1.0,0.2,0.15,-1.3,-1.11
0.04,0.99,0.2,-0.39,-0.88,-0.93
0.04,1.0,0.2,-0.46,-0.67,-0.95
