accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.02,0.98,0.42,19.34,-11.3,-15.1
0.03,0.98,0.42,20.19,-9.42,-13.76
0.02,0.97,0.42,20.68,-7.69,-12.33
0.01,0.98,0.43,20.37,-7.04,-10.99
0.01,0.97,0.42,20.0,-5.38,-10.02
0.02,0.98,0.42,19.88,-2.96,-9.08
0.02,0.98,0.42,20.7,-0.58,-8.17
0.03,0.97,0.42,21.92,2.07,-7.56
0.04,0.96,0.41,23.09,3.98,-6.46
0.02,0.96,0.42,24.66,5.18,-5.85
0.02,0.95,0.42,25.79,5.91,-5.55
0.01,0.95,0.44,27.11,6.22,-5.24
-0.01,0.95,0.45,27.99,5.95,-5.34
-0.01,0.96,0.46,28.74,5.5,-5.43
-0.01,0.96,0.46,29.43,4.75,-5.2
-0.01,0.98,0.46,29.91,3.64,-4.93
-0.01,0.98,0.46,30.08,2.56,-4.64
-0.01,0.98,0.46,29.9,1.58,-4.37
-0.01,0.98,0.46,29.24,0.53,-3.68
-0.01,0.99,0.46,28.78,-0.21,-2.92
-0.0,0.99,0.46,27.6,-1.02,-1.85
0.0,1.01,0.46,26.24,-1.63,-0.44
-0.01,1.01,0.46,24.56,-1.89,0.43
0.0,1.0,0.46,22.27,-1.62,1.45
-0.01,1.01,0.45,20.15,-1.4,2.23
-0.0,1.0,0.44,18.39,-1.4,3.05
-0.0,0.99,0.44,16.9,-1.71,3.37
-0.0,1.0,0.44,15.35,-1.84,3.69
0.01,1.0,0.44,14.25,-1.72,4.61
0.01,0.99,0.44,12.58,-1.83,5.11
0.01,0.99,0.45,11.42,-2.15,6.19
-0.0,0.99,0.44,10.46,-2.73,7.24
-0.02,0.98,0.43,9.87,-2.86,7.26
-0.03,0.98,0.43,9.61,-3.29,6.79
-0.03,0.97,0.42,8.96,-3.35,6.34
-0.02,0.97,0.42,8.28,-3.26,5.62
-0.01,0.97,0.4,7.7,-2.41,5.23
0.0,0.97,0.4,7.24,-2.16,4.78
0.01,0.96,0.4,7.0,-1.03,4.16
0.02,0.96,0.39,6.76,0.11,3.5
0.01,0.95,0.4,7.18,1.15,2.5
0.01,0.95,0.4,7.21,2.08,1.72
0.01,0.95,0.39,7.34,2.58,1.0
0.01,0.95,0.41,7.66,2.67,1.03
0.01,0.97,0.41,7.81,2.05,1.19
-0.0,0.98,0.42,7.72,1.37,1.67
-0.01,0.99,0.43,8.13,0.47,2.26
-0.0,1.0,0.42,8.27,-0.12,3.05
-0.0,0.99,0.43,8.6,-0.89,3.95
-0.0,1.0,0.42,8.67,-1.18,4.47
0.0,0.99,0.41,9.04,-1.47,4.56
0.0,0.98,0.41,9.59,-1.44,4.47
0.01,0.97,0.4,9.48,-1.58,4.24
0.01,0.96,0.41,10.01,-0.86,3.47
0.01,0.96,0.4,10.47,-0.76,3.22
0.01,0.97,0.4,10.43,-0.74,3.44
0.01,0.98,0.41,10.56,-1.01,3.79
-0.0,0.98,0.41,10.78,-1.65,4.13
-0.01,0.99,0.41,10.53,-2.16,4.04
-0.0,0.99,0.41,9.77,-2.07,4.17
0.0,0.99,0.42,9.03,-2.16,4.4
0.01,1.0,0.42,7.82,-2.27,4.41
0.01,0.99,0.41,7.21,-2.41,4.11
0.01,0.98,0.41,6.59,-2.23,3.5
0.01,0.98,0.4,6.05,-2.31,3.11
-0.0,0.98,0.4,5.7,-2.58,2.53
0.0,0.98,0.42,5.21,-2.9,2.33
0.0,0.98,0.42,4.76,-3.52,2.15
-0.01,0.99,0.42,4.54,-4.27,2.13
-0.01,1.0,0.42,4.15,-4.78,2.33
-0.01,1.01,0.41,3.69,-5.37,2.74
0.0,1.01,0.41,2.77,-5.5,3.31
0.01,1.01,0.4,2.22,-5.22,3.95
0.01,1.01,0.4,1.33,-5.0,4.27
0.03,1.01,0.39,0.63,-4.53,4.42
0.02,1.0,0.39,-0.2,-3.7,4.24
0.02,0.99,0.39,-1.05,-3.48,3.98
0.02,0.99,0.4,-1.58,-2.72,3.49
0.01,0.98,0.4,-2.24,-2.44,2.98
0.02,0.98,0.4,-2.72,-2.21,2.44
0.02,0.98,0.4,-2.95,-2.11,1.93
0.02,0.98,0.42,-3.24,-2.11,1.9
0.02,0.98,0.4,-3.47,-2.54,2.09
0.01,0.97,0.41,-3.02,-2.5,2.13
0.01,0.98,0.39,-2.31,-2.44,2.42
0.02,0.98,0.4,-1.86,-2.21,2.4
0.02,0.98,0.39,-1.22,-1.9,2.48
0.02,0.97,0.38,-0.78,-1.32,2.32
0.01,0.97,0.39,-0.6,-1.1,2.21
0.02,0.97,0.4,-0.37,-0.98,2.02
0.01,0.97,0.39,-0.45,-1.08,1.69
0.02,0.98,0.4,-0.43,-0.93,1.44
0.01,0.98,0.4,-0.66,-0.93,1.04
0.01,0.98,0.39,-0.9,-1.47,0.76
0.01,0.97,0.4,-1.01,-1.94,0.82
0.0,0.97,0.4,-0.63,-2.74,1.12
0.01,0.98,0.4,-0.54,-3.59,1.21
0.0,0.98,0.4,-0.01,-4.2,1.53
0.01,0.98,0.4,0.31,-4.62,1.49
0.0,0.98,0.39,0.83,-5.05,1.54
0.01,0.98,0.38,1.03,-5.08,1.56
0.0,0.97,0.39,1.45,-5.08,1.24
0.01,0.98,0.39,1.52,-5.13,1.15
0.02,0.97,0.37,1.55,-5.1,0.85
0.01,0.98,0.38,1.4,-4.77,0.68
0.03,0.98,0.38,1.28,-4.18,0.44
0.03,0.98,0.38,0.76,-3.8,0.05
0.02,0.97,0.38,0.34,-3.28,-0.05
0.02,0.98,0.37,0.22,-3.04,-0.16
0.02,0.98,0.37,0.02,-2.8,-0.28
0.02,0.98,0.38,0.14,-2.17,-0.38
0.03,0.99,0.37,0.1,-1.91,-0.32
0.02,0.98,0.37,-0.1,-1.3,-0.32
0.02,0.98,0.38,0.1,-0.72,-0.27
0.03,0.97,0.37,-0.08,-0.23,-0.66
0.03,0.96,0.38,0.01,0.19,-0.7
0.03,0.97,0.37,0.03,0.79,-1.12
0.03,0.97,0.38,-0.39,0.98,-1.38
0.02,0.97,0.4,-0.83,0.69,-1.31
0.01,0.98,0.39,-1.06,0.25,-0.98
0.02,0.98,0.39,-1.29,-0.19,-0.86
0.02,0.98,0.4,-1.53,-0.37,-0.64
0.03,0.98,0.38,-1.63,-0.24,-0.31
0.03,0.98,0.39,-1.77,-0.1,0.0
0.03,0.97,0.38,-1.73,0.47,-0.11
0.04,0.97,0.38,-2.05,1.15,-0.36
0.03,0.97,0.38,-1.84,1.53,-0.72
0.03,0.96,0.38,-1.83,1.94,-1.42
0.03,0.96,0.39,-1.82,2.3,-2.29
0.02,0.96,0.39,-1.92,2.44,-2.84
0.02,0.96,0.41,-2.23,2.18,-3.25
0.01,0.97,0.41,-1.99,1.82,-2.98
0.02,0.98,0.42,-2.17,0.92,-2.64
0.01,0.98,0.41,-2.17,0.38,-2.19
0.02,0.98,0.41,-1.96,0.2,-1.79
0.01,0.98,0.4,-1.82,0.13,-1.4
0.02,0.98,0.39,-1.73,0.93,-1.22
0.03,0.98,0.39,-1.4,1.27,-1.11
0.03,0.98,0.39,-1.15,1.86,-1.33
0.02,0.97,0.39,-0.93,2.27,-1.4
0.02,0.98,0.39,-0.65,3.04,-1.75
0.02,0.99,0.39,-0.35,2.89,-1.79
0.02,0.98,0.41,-0.06,3.17,-1.45
0.02,1.0,0.41,0.15,2.62,-1.15
0.02,1.0,0.41,0.39,2.27,-0.41
0.01,1.0,0.42,0.69,1.66,-0.28
0.01,0.99,0.42,0.7,0.95,-0.5
0.01,0.99,0.41,0.79,0.53,-0.55
0.01,0.99,0.41,0.83,-0.43,-0.6
0.02,0.99,0.41,0.6,-0.85,-0.85
0.01,0.99,0.43,0.22,-1.56,-0.95
0.02,1.0,0.41,-0.15,-1.67,-0.9
0.01,0.99,0.4,-0.3,-1.96,-0.7
0.02,0.99,0.4,-0.61,-2.06,-0.65
0.03,0.98,0.39,-0.85,-2.32,-0.24
0.03,0.99,0.39,-0.98,-2.16,0.07
0.02,0.98,0.39,-0.83,-1.97,0.05
0.03,0.99,0.38,-0.73,-1.63,-0.02
0.03,0.98,0.38,-0.7,-1.09,-0.21
0.03,0.99,0.38,-0.68,-0.69,-0.11
0.02,0.99,0.37,-0.67,-0.2,-0.37
0.03,0.99,0.38,-0.46,0.42,-0.08
0.03,0.99,0.37,-0.29,1.04,0.41
0.04,1.0,0.37,-0.34,1.7,0.89
0.03,1.0,0.37,0.02,2.25,1.38
0.03,1.0,0.38,0.09,2.23,1.7
0.02,0.99,0.38,0.05,2.66,1.86
0.02,0.99,0.39,0.37,2.53,2.15
0.02,0.99,0.38,0.12,2.37,1.89
0.02,0.98,0.4,0.14,2.3,2.1
0.02,0.98,0.4,0.13,1.59,2.11
0.02,0.98,0.4,-0.2,1.11,2.11
0.02,0.98,0.4,-0.44,0.89,1.74
0.02,0.98,0.4,-0.47,0.13,1.6
0.03,0.98,0.4,-0.58,-0.32,1.48
0.02,0.97,0.39,-0.63,-0.58,1.4
0.03,0.97,0.39,-0.86,-0.59,1.0
0.04,0.97,0.39,-0.91,-0.59,0.86
0.03,0.97,0.39,-0.97,-0.76,0.92
0.04,0.98,0.38,-1.07,-0.56,0.95
0.04,0.97,0.38,-0.93,-0.27,1.15
0.04,0.97,0.38,-1.07,-0.22,1.15
0.04,0.97,0.38,-0.76,-0.16,1.28
0.04,0.97,0.38,-0.33,0.22,1.27
0.04,0.96,0.38,0.0,0.52,1.18
0.04,0.97,0.38,-0.05,0.36,1.25
0.03,0.96,0.38,0.27,0.24,1.05
0.03,0.95,0.39,0.6,0.55,0.82
0.03,0.95,0.38,0.79,0.33,0.31
0.03,0.95,0.38,1.34,0.07,-0.05
