accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.04,0.98,0.34,0.38,-0.11,-0.27
0.03,0.97,0.35,0.19,0.27,-0.37
0.03,0.97,0.36,-0.12,0.61,-0.42
0.04,0.97,0.36,-0.06,0.9,-0.63
0.03,0.97,0.36,-0.18,1.08,-0.98
0.03,0.98,0.36,-0.04,0.61,-0.94
0.02,0.97,0.37,0.27,0.02,-1.38
0.02,0.97,0.36,0.25,-0.13,-1.47
0.03,0.97,0.37,0.64,-0.97,-1.57
0.03,0.97,0.36,0.72,-1.1,-1.66
0.02,0.97,0.36,0.31,-1.24,-1.49
0.03,0.98,0.36,-0.25,-1.63,-1.65
0.03,0.98,0.36,-0.79,-1.43,-1.5
0.03,0.98,0.37,-1.5,-1.76,-1.44
0.03,0.98,0.36,-2.02,-1.93,-1.17
0.03,0.99,0.36,-2.22,-1.98,-1.15
0.03,0.98,0.37,-2.54,-1.8,-1.17
0.04,0.99,0.36,-2.28,-1.63,-0.95
0.03,0.98,0.35,-2.15,-1.56,-0.99
0.03,0.98,0.35,-1.86,-1.31,-0.99
0.03,0.98,0.33,-1.49,-1.15,-0.91
0.03,0.99,0.35,-1.35,-0.72,-1.05
0.03,0.98,0.34,-1.13,-0.66,-1.22
0.04,0.99,0.35,-1.13,-0.02,-1.27
0.03,0.98,0.35,-1.02,0.2,-1.18
0.03,0.98,0.36,-1.07,0.47,-1.13
0.02,0.98,0.36,-1.0,0.53,-0.97
0.02,0.98,0.36,-1.34,0.45,-1.24
0.02,0.99,0.36,-1.33,0.29,-1.22
0.03,0.99,0.37,-1.55,0.0,-0.82
0.03,0.99,0.37,-1.71,-0.15,-0.81
0.03,0.99,0.37,-2.1,-0.27,-0.58
0.03,0.99,0.36,-1.97,-0.6,-0.31
0.02,0.99,0.36,-2.09,-0.35,-0.44
0.03,0.99,0.36,-1.97,-0.86,-0.25
0.02,0.98,0.37,-1.91,-0.98,-0.23
0.02,0.98,0.37,-2.01,-1.02,-0.82
0.03,0.97,0.37,-1.79,-1.09,-0.66
0.03,0.98,0.36,-1.59,-1.32,-0.71
0.03,0.98,0.36,-1.31,-1.01,-0.45
0.03,0.98,0.35,-1.22,-1.33,-0.66
0.04,0.98,0.36,-0.93,-0.8,-0.75
0.03,0.97,0.36,-1.02,-0.93,-0.79
0.03,0.97,0.36,-1.15,-0.58,-0.9
0.03,0.97,0.36,-1.13,-0.76,-1.05
0.03,0.97,0.35,-1.34,-0.4,-1.11
0.04,0.97,0.35,-0.93,-0.24,-1.31
0.03,0.96,0.35,-0.62,0.4,-1.95
0.04,0.96,0.35,-0.33,0.93,-2.44
0.03,0.96,0.33,0.29,1.29,-3.18
0.03,0.96,0.34,0.91,1.69,-3.48
0.03,0.96,0.34,1.55,1.98,-3.73
0.03,0.96,0.33,1.96,2.6,-4.18
0.03,0.97,0.34,2.47,3.02,-4.47
0.03,0.97,0.33,2.61,3.68,-4.79
0.03,0.97,0.34,2.82,4.41,-5.08
0.03,0.98,0.34,3.19,4.8,-5.11
0.03,0.99,0.35,3.27,5.06,-5.32
0.03,0.99,0.35,3.32,4.88,-5.56
0.02,0.99,0.35,2.95,4.6,-5.73
0.02,1.0,0.36,2.59,4.3,-5.52
0.02,1.0,0.36,1.95,3.39,-5.31
0.02,1.01,0.37,1.18,3.0,-5.06
0.01,1.02,0.37,0.33,2.48,-4.66
0.02,1.02,0.38,-0.6,2.0,-4.47
0.02,1.02,0.38,-1.53,1.42,-3.79
0.02,1.02,0.38,-2.6,0.92,-3.06
0.01,1.02,0.39,-3.72,0.5,-2.4
0.01,1.02,0.39,-4.55,0.39,-1.93
0.0,1.01,0.38,-5.16,-0.03,-1.48
0.01,1.02,0.39,-5.53,-0.44,-1.21
0.0,1.01,0.39,-5.55,-0.97,-0.91
0.0,1.01,0.38,-5.63,-1.65,-0.68
0.01,1.01,0.39,-5.03,-1.88,-0.36
0.01,1.01,0.38,-4.85,-2.15,0.02
0.01,1.01,0.38,-4.6,-2.4,-0.07
0.01,1.0,0.39,-4.44,-2.4,0.19
0.01,0.99,0.37,-3.61,-2.24,-0.06
0.01,0.99,0.38,-3.09,-2.41,-0.31
0.02,0.99,0.38,-2.5,-2.38,-0.41
0.01,0.98,0.36,-1.75,-2.13,-0.79
0.02,0.98,0.37,-0.93,-2.56,-0.88
0.02,0.99,0.37,-0.44,-2.3,-1.14
0.02,0.98,0.37,0.2,-1.8,-1.27
