accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.09,0.97,0.33,-3.34,-2.15,-0.78
0.09,0.97,0.33,-3.1,-2.0,-1.05
0.09,0.97,0.34,-2.6,-1.77,-1.33
0.09,0.97,0.33,-2.41,-1.56,-1.69
0.09,0.98,0.33,-1.97,-1.33,-2.14
0.08,0.97,0.33,-1.3,-1.05,-2.53
0.09,0.98,0.33,-0.82,-0.66,-3.07
0.08,0.98,0.34,-0.58,-0.37,-3.28
0.08,0.99,0.34,-0.4,-0.34,-3.25
0.08,0.98,0.34,-0.12,-0.52,-3.45
0.08,0.99,0.34,-0.27,-0.53,-3.31
0.08,1.0,0.33,-0.38,-0.56,-3.13
0.08,1.0,0.34,-0.81,-0.7,-3.02
0.08,1.0,0.34,-1.47,-1.16,-2.56
0.08,1.01,0.34,-2.05,-1.4,-2.4
0.08,1.01,0.34,-2.81,-1.77,-1.94
0.08,1.0,0.34,-3.13,-2.05,-1.51
0.08,1.0,0.34,-3.65,-2.56,-1.08
0.08,1.0,0.34,-4.31,-2.6,-0.73
0.09,1.0,0.34,-4.64,-2.98,-0.56
0.09,0.99,0.35,-4.98,-3.31,-0.6
0.09,0.99,0.34,-4.82,-3.3,-0.52
0.09,0.99,0.33,-4.84,-3.42,-0.6
0.09,0.99,0.33,-4.75,-3.47,-0.66
0.09,0.99,0.33,-4.38,-2.85,-0.99
0.09,0.98,0.32,-3.86,-2.72,-1.21
0.08,0.98,0.32,-3.31,-2.24,-1.45
0.09,0.98,0.32,-2.82,-1.85,-1.83
0.08,0.98,0.32,-2.0,-1.53,-2.43
0.08,0.98,0.32,-1.59,-1.04,-2.6
0.08,0.98,0.33,-1.36,-0.66,-2.98
0.08,0.99,0.32,-1.11,-0.47,-3.11
0.08,1.0,0.33,-1.04,0.0,-2.78
0.08,1.0,0.33,-0.85,-0.11,-2.78
0.07,1.0,0.33,-0.84,0.2,-2.52
0.06,1.01,0.33,-1.05,-0.05,-2.24
0.06,1.01,0.34,-1.27,0.03,-2.09
0.06,1.01,0.34,-1.53,-0.24,-1.85
0.06,1.02,0.34,-1.97,-0.31,-1.25
0.06,1.01,0.34,-2.34,-0.64,-0.95
0.07,1.01,0.34,-2.67,-0.76,-0.67
0.06,1.01,0.35,-2.98,-1.21,-0.52
0.07,1.01,0.34,-3.04,-1.19,-0.18
0.07,1.01,0.34,-3.11,-1.54,-0.09
0.07,1.0,0.34,-3.04,-1.48,0.08
0.07,1.0,0.34,-2.96,-1.34,0.09
0.08,1.0,0.34,-2.95,-1.22,0.17
0.07,1.0,0.33,-2.9,-1.19,0.15
0.07,1.0,0.34,-2.26,-0.99,0.27
0.07,1.0,0.33,-2.15,-0.81,0.24
0.07,1.0,0.34,-1.89,-0.79,0.09
0.07,1.0,0.33,-1.53,-0.46,-0.05
0.07,1.0,0.34,-1.47,-0.17,-0.05
0.08,1.0,0.34,-1.04,-0.27,0.02
0.08,0.99,0.35,-0.9,-0.32,-0.12
0.08,1.0,0.34,-0.73,0.17,-0.05
0.07,0.99,0.35,-0.47,-0.05,0.06
0.08,1.0,0.35,-0.46,-0.12,0.11
0.08,0.99,0.34,-0.31,-0.34,0.05
0.08,0.99,0.34,-0.6,-0.21,0.15
0.08,0.99,0.34,-0.47,-0.37,0.46
0.08,0.99,0.35,-0.75,-0.44,0.4
0.08,0.99,0.33,-0.95,-0.35,0.44
0.08,0.99,0.34,-0.95,-0.32,0.53
0.09,0.98,0.33,-0.99,-0.4,0.5
0.08,0.98,0.33,-0.92,-0.72,0.26
0.08,0.98,0.35,-0.85,-0.44,0.27
0.09,0.98,0.34,-0.99,-0.52,0.15
0.08,0.98,0.33,-1.1,-0.95,-0.14
0.08,0.98,0.34,-0.96,-0.58,-0.4
0.08,0.98,0.33,-0.75,-0.5,-0.61
0.09,0.99,0.33,-0.63,-0.55,-0.56
