accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.02,0.98,0.23,-2.63,-0.31,-0.18
0.02,0.98,0.23,-2.46,-0.79,-0.69
0.02,0.98,0.23,-2.47,-0.82,-0.89
0.03,0.98,0.24,-2.52,-1.01,-1.15
0.03,0.98,0.23,-2.5,-0.98,-1.44
0.04,0.98,0.22,-2.58,-0.83,-1.66
0.03,0.99,0.24,-2.4,-0.73,-1.95
0.03,0.98,0.23,-2.61,-0.29,-1.73
0.03,0.99,0.24,-2.79,-0.44,-1.92
0.03,0.99,0.24,-2.44,-0.3,-1.74
0.02,0.99,0.23,-2.3,-0.33,-1.76
0.03,0.99,0.23,-2.29,-0.27,-1.58
0.03,0.99,0.24,-2.1,-0.23,-1.77
0.03,0.99,0.24,-2.23,-0.23,-1.63
0.02,0.99,0.23,-2.21,-0.14,-1.37
0.03,0.99,0.24,-2.04,-0.31,-1.19
0.03,0.99,0.24,-2.27,-0.5,-1.19
0.03,0.99,0.24,-2.44,-0.89,-1.27
0.03,0.99,0.24,-2.63,-0.79,-1.14
0.02,0.99,0.24,-2.97,-0.95,-1.34
0.02,0.99,0.24,-2.76,-1.1,-1.4
0.03,0.99,0.24,-2.66,-1.11,-1.47
0.02,0.99,0.24,-2.94,-1.58,-1.47
0.03,1.0,0.24,-2.53,-1.11,-1.6
0.03,0.99,0.25,-2.6,-1.6,-1.74
0.03,0.98,0.23,-2.63,-1.18,-1.81
0.02,0.99,0.24,-2.54,-1.37,-2.21
0.02,0.99,0.24,-2.38,-1.3,-2.18
0.02,0.99,0.24,-2.27,-1.14,-2.27
0.01,1.0,0.23,-1.96,-1.2,-2.53
0.02,0.99,0.24,-1.6,-1.17,-2.6
0.01,1.0,0.23,-1.29,-1.01,-2.37
0.02,0.99,0.23,-1.29,-1.21,-2.19
0.02,1.0,0.24,-1.02,-1.27,-2.31
0.02,1.0,0.24,-0.74,-1.27,-2.4
0.01,1.0,0.24,-0.5,-1.42,-2.2
0.01,0.99,0.23,-0.6,-1.59,-2.14
0.02,1.0,0.23,-0.45,-1.55,-1.69
0.0,1.0,0.23,-0.93,-1.47,-1.76
0.01,1.0,0.22,-1.53,-1.37,-1.47
0.01,1.0,0.22,-1.8,-1.89,-1.73
0.01,1.0,0.21,-2.27,-1.82,-1.41
0.02,1.0,0.23,-2.66,-1.98,-1.27
0.01,0.99,0.23,-2.77,-2.12,-0.9
0.02,0.99,0.23,-2.85,-1.87,-1.02
0.02,0.99,0.23,-2.85,-2.02,-0.97
0.02,0.99,0.23,-2.71,-1.85,-1.13
0.01,0.99,0.22,-2.51,-1.84,-1.23
0.01,0.99,0.22,-2.23,-1.82,-1.28
0.01,1.0,0.22,-2.09,-1.37,-0.85
0.01,1.0,0.23,-2.34,-1.31,-1.0
0.02,1.0,0.22,-2.27,-1.01,-0.79
0.02,0.99,0.23,-2.5,-1.26,-0.69
0.01,0.99,0.22,-2.62,-0.94,-0.77
0.01,1.0,0.23,-2.77,-0.99,-0.79
0.02,0.99,0.22,-2.76,-1.05,-0.79
0.01,1.0,0.23,-2.76,-0.79,-0.86
0.02,0.99,0.23,-2.51,-0.82,-0.82
0.02,0.99,0.23,-2.15,-0.8,-0.85
0.02,0.99,0.23,-1.95,-0.91,-0.95
0.01,0.99,0.24,-1.74,-1.02,-1.04
0.01,0.99,0.23,-1.52,-1.05,-1.3
0.02,1.0,0.23,-1.63,-1.33,-1.42
0.02,0.99,0.24,-1.53,-1.39,-1.17
0.02,1.0,0.24,-1.82,-1.55,-1.21
0.02,1.0,0.24,-2.27,-1.24,-1.25
0.02,1.0,0.23,-2.31,-1.19,-0.91
0.01,1.0,0.22,-2.58,-1.06,-0.87
0.02,1.0,0.22,-2.6,-0.83,-0.56
0.02,1.0,0.24,-2.73,-0.88,-0.48
0.02,0.99,0.23,-3.0,-0.6,-0.53
0.02,0.98,0.23,-2.82,-0.39,-0.69
0.02,0.98,0.24,-2.68,-0.09,-0.9
0.03,0.99,0.22,-2.47,0.49,-0.74
0.03,0.99,0.22,-2.18,0.73,-0.63
0.02,0.99,0.24,-2.08,1.03,-0.81
0.02,0.99,0.23,-2.02,1.01,-0.95
0.02,0.98,0.24,-2.08,1.08,-0.91
0.02,0.99,0.24,-2.32,0.63,-1.0
0.02,0.99,0.24,-2.29,0.55,-0.78
0.03,1.0,0.24,-2.34,0.39,-0.66
0.03,0.99,0.24,-2.6,0.1,-0.82
0.02,1.0,0.24,-2.44,-0.28,-0.55
0.02,0.99,0.24,-2.52,-0.92,-0.82
0.02,0.99,0.24,-2.6,-0.7,-0.64
0.02,0.99,0.24,-2.82,-0.98,-0.76
0.02,0.99,0.24,-2.9,-0.98,-0.79
0.03,1.0,0.24,-3.18,-1.18,-0.51
0.02,0.99,0.23,-3.16,-1.13,-0.61
0.03,0.99,0.23,-3.15,-0.89,-0.72
