accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.11,1.0,0.28,-1.82,-0.52,-0.38
0.11,1.0,0.27,-1.83,-0.44,-0.15
0.11,0.99,0.27,-2.09,-0.43,0.03
0.1,0.99,0.28,-1.83,-0.58,-0.12
0.11,0.99,0.28,-1.85,-0.87,-0.08
0.1,0.99,0.28,-2.15,-0.96,-0.24
0.11,0.99,0.28,-1.97,-0.93,-0.4
0.11,0.98,0.28,-2.06,-1.1,-0.67
0.11,0.99,0.28,-1.69,-1.47,-0.7
0.1,0.99,0.28,-1.92,-1.54,-0.96
0.1,0.99,0.28,-1.76,-1.69,-0.98
0.11,0.99,0.28,-1.79,-1.82,-1.02
0.1,0.99,0.27,-1.51,-1.69,-1.25
0.1,0.98,0.27,-1.82,-1.59,-1.34
0.11,0.99,0.27,-1.57,-1.62,-1.57
0.11,0.98,0.28,-1.39,-1.59,-1.53
0.1,0.99,0.27,-1.11,-1.33,-1.59
0.11,0.99,0.26,-1.22,-1.3,-1.4
0.1,1.0,0.27,-1.33,-1.27,-1.39
0.11,1.0,0.27,-1.4,-1.13,-1.44
0.1,0.99,0.27,-1.74,-0.98,-1.39
0.1,0.99,0.27,-1.66,-0.84,-1.34
0.09,0.99,0.27,-1.53,-0.75,-1.57
0.1,0.99,0.27,-1.3,-0.75,-1.39
0.1,1.0,0.27,-1.08,-0.72,-1.54
0.09,1.0,0.28,-1.04,-0.58,-1.18
0.1,1.01,0.28,-0.78,-1.18,-1.13
0.09,1.0,0.28,-0.82,-1.08,-0.87
0.09,1.0,0.28,-0.82,-1.53,-0.9
0.09,1.0,0.28,-1.22,-1.51,-0.85
0.09,1.0,0.27,-1.11,-1.88,-0.78
0.09,1.0,0.27,-1.5,-1.91,-0.84
0.09,1.0,0.27,-1.34,-2.02,-0.84
0.09,1.0,0.27,-1.19,-2.0,-0.67
0.1,1.0,0.26,-1.02,-1.63,-0.56
0.09,0.99,0.26,-0.92,-1.68,-0.69
0.09,0.99,0.26,-0.63,-1.53,-0.87
0.1,0.99,0.26,-0.44,-1.02,-0.7
0.1,0.99,0.25,-0.15,-0.89,-0.84
0.1,0.99,0.26,0.03,-0.55,-0.81
0.1,0.99,0.26,-0.08,-0.55,-0.78
0.1,0.99,0.25,-0.06,-0.24,-0.6
0.1,1.0,0.26,-0.03,0.0,-0.43
0.1,0.99,0.26,-0.15,0.02,-0.31
0.1,0.99,0.26,-0.47,-0.21,-0.47
0.1,0.99,0.28,-0.81,-0.14,-0.29
0.1,0.99,0.27,-1.1,-0.08,-0.26
0.11,0.99,0.26,-1.33,-0.17,-0.24
0.1,0.99,0.27,-1.89,-0.37,-0.35
0.11,0.99,0.26,-2.0,-0.15,-0.32
0.11,0.99,0.26,-2.18,-0.52,-0.29
0.11,0.99,0.27,-2.27,-0.35,-0.21
0.11,0.99,0.27,-2.32,-0.6,-0.32
0.11,0.99,0.27,-2.53,-0.53,-0.11
0.11,0.99,0.28,-2.52,-0.69,-0.12
0.11,0.99,0.26,-2.63,-0.47,-0.08
0.11,0.98,0.27,-2.64,-0.7,-0.15
0.11,0.98,0.27,-2.73,-0.67,-0.44
0.11,0.98,0.27,-2.67,-0.6,-0.61
0.1,0.98,0.27,-2.72,-0.93,-1.05
0.1,0.98,0.28,-2.6,-0.99,-1.25
0.1,0.99,0.27,-2.43,-1.02,-1.31
0.11,0.99,0.27,-2.2,-0.85,-1.65
0.11,0.98,0.27,-1.95,-0.85,-1.62
0.11,0.98,0.27,-1.76,-0.61,-1.6
0.11,0.99,0.28,-1.53,-0.63,-1.62
0.11,0.99,0.27,-1.54,-0.69,-1.94
0.1,1.0,0.27,-1.54,-0.76,-1.79
0.12,0.99,0.28,-1.76,-0.82,-1.6
