accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.05,1.0,0.22,-3.67,0.21,0.09
0.06,0.99,0.22,-3.62,-0.05,0.27
0.06,0.99,0.22,-3.82,0.01,0.48
0.06,0.99,0.22,-3.82,-0.07,0.11
0.06,0.99,0.22,-4.02,-0.34,0.18
0.06,0.98,0.22,-4.02,-0.74,-0.08
0.06,0.98,0.22,-4.16,-1.08,-0.18
0.07,0.99,0.23,-3.96,-0.98,-0.37
0.06,0.98,0.22,-3.74,-1.03,-0.63
0.06,0.98,0.22,-3.31,-0.76,-0.83
0.07,0.98,0.21,-3.22,-0.5,-1.3
0.07,0.98,0.2,-2.73,-0.35,-1.55
0.07,0.98,0.2,-2.56,0.04,-1.93
0.06,0.98,0.2,-2.45,0.1,-2.11
0.07,0.99,0.21,-2.26,0.4,-2.42
0.06,0.99,0.21,-2.15,0.69,-2.46
0.07,0.99,0.21,-2.05,0.93,-2.5
0.06,0.99,0.2,-2.17,1.24,-2.39
0.06,1.0,0.21,-1.9,1.52,-2.34
0.06,1.0,0.2,-2.05,1.6,-2.16
0.05,1.0,0.2,-2.16,1.96,-2.21
0.05,1.0,0.2,-2.32,1.95,-1.82
0.06,1.0,0.22,-2.37,1.97,-1.67
0.06,1.0,0.21,-2.46,1.69,-1.38
0.06,1.0,0.21,-2.85,1.5,-0.99
0.06,1.0,0.22,-2.79,1.46,-0.92
0.06,1.0,0.22,-3.12,1.07,-0.4
0.06,1.01,0.22,-3.46,0.54,-0.54
0.06,1.0,0.22,-3.59,0.13,-0.31
0.06,1.0,0.22,-3.74,-0.19,-0.33
0.06,1.0,0.23,-4.11,-0.32,-0.51
0.06,1.0,0.23,-3.98,-0.37,-0.81
0.06,0.99,0.22,-4.08,-0.68,-0.98
0.06,0.99,0.22,-3.4,-0.88,-1.28
0.05,0.99,0.22,-3.23,-0.88,-1.56
0.06,0.99,0.22,-2.48,-0.85,-1.82
0.06,1.0,0.22,-2.04,-0.42,-1.73
0.06,1.0,0.22,-1.56,-0.4,-1.85
0.06,1.0,0.23,-1.5,0.02,-1.92
0.06,1.01,0.23,-1.24,0.11,-1.68
0.06,1.01,0.21,-1.2,0.32,-1.55
0.06,1.0,0.23,-1.32,0.33,-1.11
0.06,1.01,0.22,-1.63,0.27,-0.76
0.06,1.01,0.22,-1.78,0.2,-0.53
0.05,1.01,0.22,-2.12,0.06,-0.1
0.05,1.01,0.22,-2.27,-0.1,0.34
0.06,1.0,0.21,-2.19,-0.14,0.74
0.06,1.0,0.22,-2.49,-0.41,0.99
0.06,0.99,0.22,-2.73,-0.35,0.95
0.07,1.0,0.21,-2.89,-0.23,0.69
0.06,0.99,0.23,-2.88,-0.12,0.37
0.06,0.98,0.22,-2.96,-0.25,0.06
0.07,0.98,0.22,-2.7,-0.15,-0.23
0.06,0.98,0.22,-2.56,0.32,-0.4
0.06,0.98,0.22,-1.8,0.43,-0.67
0.07,0.99,0.22,-1.57,0.59,-0.69
0.06,0.99,0.21,-1.38,0.75,-0.82
0.06,0.99,0.22,-1.22,0.83,-1.08
0.06,0.99,0.22,-1.02,0.63,-1.05
0.05,0.99,0.22,-0.77,0.47,-1.24
0.06,0.98,0.23,-0.74,-0.08,-1.49
0.06,0.99,0.22,-0.76,-0.69,-1.49
0.06,0.99,0.23,-0.88,-0.89,-1.47
0.06,1.0,0.23,-1.13,-1.3,-1.41
0.06,0.99,0.23,-1.5,-1.98,-1.56
0.06,0.99,0.22,-1.79,-2.02,-1.49
0.05,0.99,0.21,-2.14,-2.24,-1.27
0.05,0.99,0.21,-2.2,-1.79,-1.21
0.06,0.99,0.2,-2.37,-1.88,-1.07
0.06,0.99,0.2,-2.29,-1.05,-0.98
0.06,0.98,0.19,-2.24,-0.6,-0.76
0.06,0.98,0.2,-2.14,-0.35,-1.04
0.05,0.97,0.19,-1.99,0.46,-1.29
0.06,0.97,0.2,-1.94,0.87,-1.34
0.06,0.97,0.2,-1.72,1.25,-1.69
0.06,0.98,0.19,-1.59,1.45,-1.8
0.06,0.98,0.2,-1.59,1.34,-1.96
0.06,0.98,0.2,-1.5,1.18,-1.75
0.07,0.99,0.21,-1.84,1.08,-1.91
0.07,1.0,0.22,-2.04,0.57,-1.54
0.07,1.0,0.21,-2.63,0.11,-1.14
0.08,1.0,0.21,-3.37,-0.65,-0.87
0.09,1.0,0.21,-4.46,-0.78,-0.28
0.1,1.01,0.21,-5.44,-1.6,0.37
0.1,1.0,0.21,-6.32,-2.79,0.77
0.11,1.0,0.22,-6.73,-4.18,1.13
0.15,1.01,0.22,-7.66,-5.73,2.15
0.15,1.02,0.22,-8.61,-7.13,2.63
0.17,1.01,0.21,-9.35,-8.15,2.6
0.19,1.0,0.22,-9.41,-9.27,2.5
0.2,1.0,0.2,-9.11,-10.54,2.85
0.21,1.01,0.2,-8.88,-11.73,3.35
0.23,0.99,0.19,-7.98,-12.77,3.31
0.24,1.0,0.21,-7.48,-14.34,3.02
0.24,1.0,0.2,-6.89,-15.62,2.75
0.25,1.0,0.2,-6.05,-16.76,2.53
0.27,1.0,0.19,-4.54,-17.84,2.24
0.28,1.0,0.18,-2.29,-18.96,2.0
0.3,1.01,0.18,-0.15,-20.11,2.15
0.32,1.03,0.18,1.7,-21.84,2.69
0.33,1.04,0.16,4.12,-22.95,3.76
0.35,1.05,0.16,6.75,-23.86,6.19
0.38,1.07,0.16,9.36,-25.73,8.9
0.39,1.08,0.16,11.24,-27.79,11.18
0.42,1.1,0.16,13.02,-29.44,14.52
0.46,1.12,0.15,15.52,-31.27,18.45
0.49,1.14,0.17,17.87,-34.29,23.62
0.52,1.16,0.17,18.89,-38.55,28.53
0.55,1.17,0.16,18.85,-42.69,33.77
0.57,1.17,0.17,17.59,-48.06,38.56
0.59,1.16,0.18,14.55,-54.18,42.89
0.62,1.15,0.2,11.21,-60.29,47.32
0.63,1.14,0.18,7.63,-66.97,51.44
0.66,1.1,0.15,3.98,-74.43,54.69
0.68,1.09,0.15,-0.69,-81.93,58.03
0.68,1.05,0.14,-6.41,-88.13,59.91
0.69,1.01,0.13,-11.11,-93.88,59.25
0.73,0.96,0.08,-14.66,-96.3,58.09
0.72,0.93,0.07,-17.53,-97.85,57.5
0.72,0.89,0.03,-20.56,-99.16,54.59
