accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.06,0.98,0.22,-0.59,-4.82,13.6
0.05,0.97,0.23,-0.36,-4.34,12.7
0.03,0.96,0.24,-0.55,-4.02,11.95
0.03,0.97,0.24,-0.99,-4.24,11.36
0.04,0.97,0.24,-1.89,-4.33,10.92
0.05,0.95,0.24,-1.43,-4.58,10.28
0.07,0.96,0.24,-1.65,-4.96,8.37
0.02,0.93,0.26,-4.14,-4.25,7.79
0.09,0.99,0.26,-4.92,-3.94,12.29
0.05,0.97,0.23,-4.92,-4.19,13.5
0.01,0.95,0.23,-4.31,-3.85,10.56
0.02,0.94,0.23,-3.07,-2.71,8.89
0.07,0.95,0.22,-1.93,-1.37,10.83
0.07,0.93,0.21,-0.44,-0.26,12.55
0.06,0.93,0.22,0.31,0.97,13.66
0.05,0.95,0.22,0.63,1.89,14.4
0.02,0.94,0.23,1.02,2.96,13.73
0.01,0.92,0.22,2.05,3.6,11.6
0.02,0.93,0.24,1.8,4.1,10.11
0.03,0.92,0.25,1.08,4.68,9.57
0.04,0.92,0.25,0.11,4.74,9.86
0.04,0.92,0.26,-0.23,4.62,10.05
0.03,0.92,0.26,-0.6,4.44,10.05
0.03,0.93,0.28,-0.1,3.77,9.89
0.01,0.95,0.26,0.88,3.05,9.51
0.01,0.94,0.26,1.95,2.47,9.15
0.01,0.93,0.26,2.84,1.94,9.22
0.01,0.94,0.28,3.12,0.78,9.4
0.03,0.95,0.28,2.73,-0.24,9.84
0.02,0.95,0.28,2.29,-1.85,9.66
0.0,0.96,0.28,1.71,-2.94,8.6
-0.01,0.96,0.28,0.84,-4.0,7.15
0.0,0.95,0.29,-0.04,-5.34,6.13
0.01,0.95,0.29,-0.85,-6.37,5.33
0.02,0.96,0.29,-1.89,-7.18,4.38
0.03,0.96,0.28,-3.38,-7.92,3.65
0.03,0.96,0.28,-4.57,-8.32,3.0
0.03,0.96,0.27,-5.15,-8.13,1.85
0.02,0.96,0.25,-6.05,-7.91,0.44
0.02,0.97,0.26,-6.35,-7.84,-0.56
0.03,0.96,0.26,-6.96,-6.82,-0.47
0.04,0.97,0.26,-7.26,-6.51,-0.47
0.05,0.98,0.25,-7.61,-6.05,-0.22
0.04,0.99,0.25,-8.31,-5.35,-0.44
0.03,0.99,0.25,-8.64,-4.49,-0.4
0.03,1.0,0.25,-9.01,-3.3,-0.51
0.04,1.01,0.25,-8.94,-2.15,-0.53
0.04,1.0,0.24,-8.56,-1.02,-0.27
0.04,1.0,0.25,-8.75,0.57,-0.19
0.04,1.0,0.24,-8.66,1.86,-0.5
