accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.02,0.98,0.23,-3.26,-1.76,-2.02
0.02,0.99,0.22,-3.21,-1.59,-1.94
0.02,0.98,0.23,-3.01,-1.66,-1.89
0.02,0.99,0.22,-2.98,-1.64,-1.76
0.02,0.99,0.22,-2.94,-1.24,-1.55
0.02,1.0,0.22,-3.03,-1.17,-1.66
0.02,0.99,0.22,-3.2,-0.81,-1.57
0.02,1.0,0.23,-3.35,-0.74,-1.44
0.01,0.99,0.22,-3.56,-0.66,-1.49
0.02,0.99,0.22,-3.53,-0.63,-1.45
0.01,0.99,0.23,-3.42,-0.82,-1.48
0.02,0.99,0.22,-3.47,-0.62,-1.42
0.02,0.99,0.23,-3.15,-0.63,-1.26
0.02,1.0,0.23,-3.15,-0.5,-1.27
0.02,0.99,0.22,-3.05,-0.18,-0.99
0.02,1.0,0.23,-3.06,-0.31,-0.83
0.02,0.99,0.23,-3.15,-0.2,-0.9
0.02,1.0,0.23,-3.21,-0.28,-0.89
0.01,0.99,0.23,-3.18,-0.03,-1.07
0.01,1.0,0.24,-3.45,-0.5,-0.81
0.01,1.0,0.25,-3.5,-0.5,-0.89
0.01,0.99,0.24,-3.34,-0.73,-0.58
0.01,1.0,0.24,-3.49,-1.28,-0.6
0.01,1.0,0.25,-3.63,-1.31,-0.55
0.01,0.99,0.26,-3.77,-1.51,-0.67
0.01,1.0,0.25,-4.03,-2.02,-0.79
0.01,0.99,0.25,-3.7,-2.02,-0.64
0.01,1.0,0.24,-3.63,-1.98,-0.79
0.01,0.99,0.24,-3.46,-1.99,-0.71
0.01,0.99,0.25,-3.24,-1.87,-0.79
0.01,0.99,0.23,-2.87,-1.69,-0.73
0.01,0.99,0.24,-2.38,-1.47,-0.95
0.01,1.0,0.25,-1.62,-1.36,-1.02
0.01,1.0,0.23,-1.42,-1.37,-1.15
0.01,1.0,0.24,-1.12,-1.22,-1.15
0.01,1.0,0.24,-0.99,-1.13,-1.21
0.01,1.0,0.24,-0.83,-1.08,-1.31
0.01,0.99,0.24,-0.76,-1.15,-1.12
0.01,1.0,0.24,-0.66,-1.14,-0.96
0.01,1.0,0.24,-0.6,-1.34,-0.71
0.0,1.01,0.24,-0.55,-1.32,-0.78
0.01,1.0,0.24,-0.94,-1.36,-0.8
0.0,1.0,0.24,-1.11,-1.76,-0.52
0.01,1.0,0.25,-1.31,-1.77,-0.56
0.01,1.0,0.24,-1.24,-1.44,-0.58
0.01,1.0,0.23,-1.22,-1.48,-0.5
0.02,0.99,0.24,-1.18,-1.14,-0.21
0.01,0.99,0.23,-1.28,-1.02,-0.07
0.01,0.99,0.23,-1.06,-1.39,-0.31
0.01,0.99,0.25,-1.05,-1.08,-0.54
0.0,0.99,0.24,-0.94,-1.24,-0.56
0.0,0.99,0.23,-0.91,-1.41,-0.56
0.01,1.0,0.23,-0.84,-1.56,-0.37
0.01,0.99,0.24,-1.25,-1.61,-0.24
0.01,1.0,0.24,-1.58,-1.73,0.07
0.01,1.0,0.24,-1.76,-1.73,0.2
0.01,0.99,0.24,-2.19,-1.73,0.08
0.01,0.99,0.24,-2.87,-1.84,0.33
0.01,0.98,0.23,-2.65,-1.93,-0.02
0.01,0.99,0.23,-2.89,-1.74,-0.03
0.01,0.98,0.22,-2.85,-1.74,-0.15
0.02,0.98,0.23,-2.66,-1.61,-0.33
0.01,0.97,0.22,-2.27,-1.46,-0.32
0.01,0.98,0.22,-1.71,-1.32,-0.64
0.01,0.97,0.23,-1.47,-1.11,-0.97
0.01,0.98,0.23,-1.05,-0.99,-1.06
0.01,0.98,0.22,-1.09,-0.98,-1.45
0.01,0.98,0.24,-0.89,-1.08,-1.6
0.01,0.98,0.23,-1.16,-1.15,-1.91
0.01,0.98,0.24,-1.22,-1.01,-1.84
0.0,0.99,0.24,-1.3,-1.24,-1.98
0.01,0.99,0.23,-1.99,-1.03,-1.83
0.01,0.99,0.23,-1.76,-0.88,-1.65
0.02,1.0,0.22,-2.0,-0.56,-1.36
0.02,1.0,0.22,-1.76,-0.11,-1.03
0.02,1.0,0.21,-1.77,0.26,-0.91
0.02,0.99,0.23,-1.61,0.66,-0.95
0.0,0.99,0.22,-1.48,0.77,-0.83
0.0,0.99,0.22,-1.27,0.89,-0.74
0.01,0.99,0.24,-1.04,0.98,-0.45
0.02,0.99,0.24,-1.04,1.04,-0.6
0.01,1.0,0.24,-1.13,0.75,-0.24
0.0,0.99,0.25,-1.34,0.49,-0.53
0.0,0.99,0.25,-1.32,-0.04,-0.51
-0.01,0.99,0.24,-1.78,-0.33,-0.98
-0.0,0.99,0.25,-1.85,-0.57,-0.82
0.01,0.99,0.24,-1.89,-1.05,-1.21
0.01,0.99,0.24,-2.08,-1.1,-1.21
0.01,0.99,0.23,-2.07,-1.41,-1.21
0.01,0.99,0.24,-1.65,-1.08,-1.34
0.01,0.99,0.23,-1.68,-1.0,-1.49
0.01,0.99,0.23,-1.47,-0.92,-1.55
0.01,0.98,0.22,-0.94,-0.41,-1.71
0.01,0.99,0.22,-1.07,-0.22,-1.5
0.01,0.99,0.21,-0.8,0.18,-1.6
0.01,0.99,0.22,-0.57,0.36,-1.55
0.02,0.99,0.22,-0.4,0.55,-1.22
0.01,1.0,0.23,-0.61,0.4,-0.89
0.01,1.0,0.24,-0.76,0.53,-0.72
0.01,1.0,0.24,-0.98,0.49,-0.61
0.01,1.0,0.25,-1.21,0.44,-0.36
0.01,1.0,0.25,-1.34,0.11,-0.16
0.0,0.99,0.24,-1.67,-0.25,-0.21
0.0,1.0,0.25,-2.11,-0.89,-0.23
0.01,0.99,0.25,-2.66,-1.08,-0.32
0.01,0.99,0.24,-2.89,-1.5,-0.55
0.01,0.99,0.25,-3.05,-1.82,-0.49
0.01,0.99,0.24,-3.01,-2.05,-0.64
0.01,0.99,0.24,-2.47,-1.98,-0.82
0.01,0.98,0.23,-2.2,-1.69,-0.98
0.01,0.99,0.23,-1.81,-1.48,-1.17
0.01,0.99,0.22,-1.55,-1.48,-1.27
0.01,0.99,0.22,-0.9,-1.02,-1.56
0.01,0.99,0.22,-0.52,-0.63,-1.73
0.01,0.99,0.22,-0.39,-0.69,-1.78
0.01,0.99,0.23,-0.26,-0.34,-1.66
0.01,0.99,0.23,-0.29,-0.21,-1.64
0.01,0.99,0.22,-0.34,-0.2,-1.53
0.01,1.01,0.23,-0.09,-0.16,-1.42
0.02,1.01,0.23,-0.52,-0.23,-1.13
0.01,1.01,0.23,-0.99,-0.31,-0.57
0.01,1.01,0.24,-1.41,-0.47,-0.34
0.01,1.0,0.23,-1.74,-0.73,-0.34
0.01,1.01,0.23,-2.22,-0.82,0.04
0.01,1.01,0.24,-2.67,-0.82,0.53
0.01,1.0,0.23,-3.05,-0.98,0.7
0.01,0.99,0.23,-2.9,-0.99,0.58
0.0,1.0,0.23,-2.83,-0.98,0.64
0.0,0.99,0.22,-2.84,-0.96,0.53
0.01,0.99,0.23,-2.69,-0.88,0.32
