accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.01,0.99,0.22,-0.82,-1.14,-0.37
-0.01,0.98,0.22,-0.79,-1.24,-0.67
-0.0,0.98,0.22,-0.64,-1.29,-0.79
-0.0,0.98,0.22,-0.36,-1.15,-1.27
0.0,0.98,0.22,-0.39,-0.92,-1.44
0.0,0.98,0.22,-0.3,-1.03,-1.18
0.0,0.99,0.22,-0.17,-0.63,-1.07
0.01,0.99,0.23,-0.23,-0.45,-1.07
-0.0,0.99,0.22,-0.43,-0.56,-0.91
-0.01,0.99,0.22,-0.56,-0.59,-0.88
-0.0,0.99,0.22,-1.06,-0.81,-0.87
-0.0,0.99,0.22,-1.26,-0.88,-0.98
-0.0,0.99,0.22,-1.54,-0.97,-0.83
-0.0,1.0,0.23,-1.89,-0.8,-0.97
-0.0,1.0,0.23,-1.97,-0.98,-0.6
0.01,0.99,0.22,-2.15,-1.11,-0.68
0.0,0.99,0.23,-2.31,-1.21,-0.8
0.01,0.99,0.22,-2.51,-1.12,-0.64
0.0,0.99,0.22,-2.21,-1.2,-0.62
-0.0,0.99,0.22,-2.47,-0.98,-0.79
-0.0,0.99,0.22,-2.34,-0.95,-0.8
0.0,0.99,0.23,-2.2,-0.89,-0.56
0.0,0.99,0.23,-2.02,-0.5,-0.5
0.01,0.98,0.23,-2.0,-0.32,-0.32
0.0,0.99,0.22,-1.73,-0.26,-0.27
0.0,0.99,0.22,-1.54,-0.19,-0.44
0.0,0.98,0.23,-1.66,0.08,-0.83
0.0,0.97,0.23,-1.56,-0.04,-0.8
-0.01,0.98,0.23,-1.49,-0.05,-1.48
-0.01,0.98,0.23,-1.48,-0.61,-1.43
-0.01,0.98,0.24,-1.29,-0.88,-1.91
-0.01,0.98,0.24,-1.22,-1.1,-1.91
0.0,0.99,0.23,-0.95,-1.11,-1.92
-0.0,0.98,0.23,-1.0,-1.18,-2.01
-0.0,0.98,0.22,-1.18,-1.02,-2.33
-0.01,0.98,0.22,-1.34,-0.77,-2.35
0.0,0.98,0.22,-1.13,-0.36,-2.21
0.01,0.99,0.22,-1.21,-0.24,-2.41
-0.0,0.98,0.22,-1.09,-0.03,-2.5
-0.0,0.99,0.22,-0.65,0.22,-2.55
0.0,0.98,0.21,-0.56,0.34,-2.52
0.0,0.99,0.22,-0.56,0.11,-2.23
0.0,1.0,0.23,-0.64,0.28,-2.07
-0.0,1.0,0.24,-1.33,0.04,-1.67
-0.0,0.99,0.25,-1.5,-0.27,-1.7
-0.0,1.0,0.24,-1.98,-0.87,-1.26
-0.0,0.99,0.25,-2.67,-1.46,-1.17
-0.02,1.0,0.25,-3.02,-2.04,-1.31
-0.01,0.99,0.24,-3.66,-2.29,-1.15
-0.02,1.0,0.23,-3.63,-2.91,-1.14
-0.01,0.99,0.23,-3.65,-2.88,-0.91
-0.01,1.0,0.23,-3.48,-3.3,-0.69
-0.01,0.99,0.22,-3.35,-3.08,-0.69
-0.0,0.99,0.22,-3.44,-2.89,-0.81
-0.01,1.0,0.23,-3.04,-2.6,-0.82
-0.01,1.0,0.21,-2.91,-2.47,-0.76
-0.01,0.99,0.22,-2.59,-1.6,-0.83
0.0,0.99,0.2,-1.92,-1.34,-0.8
-0.0,0.99,0.21,-1.18,-0.92,-0.74
0.0,0.99,0.21,-0.73,-0.56,-0.72
-0.0,0.99,0.21,-0.49,-0.39,-0.79
-0.01,0.99,0.22,-0.41,-0.24,-0.71
-0.01,0.99,0.22,-0.43,-0.46,-0.91
-0.01,0.99,0.22,-0.68,-0.27,-1.11
-0.0,0.99,0.22,-0.87,-0.44,-1.27
-0.01,0.99,0.23,-1.17,-0.63,-1.55
-0.01,0.99,0.22,-1.03,-0.49,-1.43
-0.01,0.99,0.22,-1.11,-0.9,-1.18
-0.0,0.99,0.22,-1.46,-0.56,-1.05
-0.01,1.0,0.22,-1.76,-0.66,-0.6
-0.0,1.0,0.22,-2.41,-0.97,-0.46
-0.01,1.0,0.22,-2.98,-1.08,-0.14
-0.01,1.0,0.23,-3.62,-1.11,0.43
0.0,1.0,0.23,-4.44,-1.34,0.49
-0.01,1.0,0.22,-4.74,-1.04,0.77
0.0,0.99,0.22,-4.92,-0.8,1.16
-0.0,0.99,0.21,-5.11,-0.74,1.29
0.0,0.99,0.22,-5.06,-0.45,1.49
0.0,0.99,0.21,-5.03,-0.05,1.61
-0.0,0.99,0.21,-4.71,0.12,1.76
0.0,0.98,0.21,-4.29,0.15,1.35
0.0,0.98,0.22,-3.73,0.31,0.89
-0.0,0.97,0.22,-3.37,0.31,0.43
-0.0,0.98,0.24,-2.66,0.49,-0.02
-0.0,0.97,0.22,-2.18,0.51,-0.34
0.0,0.98,0.23,-1.98,0.5,-0.8
-0.0,0.98,0.23,-1.47,0.47,-1.01
0.0,0.98,0.23,-1.36,0.55,-1.18
0.01,0.99,0.24,-1.08,0.64,-1.24
0.01,0.99,0.24,-1.41,0.57,-1.11
-0.0,0.99,0.24,-1.46,0.37,-1.21
-0.0,0.99,0.24,-1.88,0.0,-1.27
0.0,0.99,0.25,-2.29,0.26,-1.41
-0.0,0.99,0.25,-2.1,-0.18,-1.79
-0.0,0.99,0.22,-1.56,-0.05,-2.14
0.0,0.99,0.23,-1.12,-0.08,-2.02
0.0,1.0,0.23,-0.91,-0.09,-1.98
0.0,0.99,0.23,-1.02,-0.21,-1.87
-0.01,0.99,0.24,-1.25,-0.56,-1.51
-0.01,1.0,0.25,-1.76,-0.84,-1.68
-0.01,1.0,0.25,-1.6,-1.3,-1.68
-0.01,1.0,0.24,-2.01,-1.79,-1.62
-0.01,1.0,0.25,-2.34,-1.85,-1.25
-0.01,1.0,0.23,-2.37,-2.02,-1.28
-0.01,1.0,0.24,-2.34,-2.22,-1.06
0.0,1.01,0.23,-2.57,-2.45,-0.83
-0.0,1.0,0.23,-2.34,-2.18,-0.76
0.0,1.0,0.22,-2.46,-2.27,-0.47
-0.01,1.0,0.23,-2.37,-2.11,-0.55
0.01,0.99,0.22,-2.17,-1.87,-0.46
-0.0,1.0,0.22,-2.02,-1.66,-0.27
0.0,1.0,0.22,-1.68,-1.31,-0.31
0.01,0.99,0.22,-1.16,-1.37,0.0
0.0,0.99,0.22,-1.15,-0.98,-0.27
0.0,0.99,0.22,-0.87,-0.9,-0.06
0.0,0.99,0.22,-0.91,-0.96,-0.2
-0.0,0.99,0.22,-0.52,-0.99,-0.42
-0.0,0.99,0.22,-0.69,-0.98,-0.73
-0.01,0.99,0.23,-0.59,-1.18,-0.89
-0.01,0.99,0.22,-0.47,-1.11,-1.19
-0.01,0.99,0.22,-0.4,-0.89,-1.11
-0.01,0.99,0.23,-0.61,-1.24,-0.96
-0.01,0.99,0.22,-0.44,-0.95,-1.11
-0.01,0.99,0.22,-0.33,-0.96,-1.08
-0.01,1.0,0.22,-0.36,-0.87,-0.9
-0.01,1.0,0.22,-0.35,-0.92,-0.74
-0.0,0.99,0.23,-0.49,-0.69,-0.58
-0.01,0.98,0.22,-0.77,-1.01,-0.54
-0.01,0.99,0.23,-1.17,-1.4,-0.53
-0.02,0.99,0.22,-1.6,-1.93,-0.53
-0.02,1.0,0.23,-2.03,-2.01,-0.44
-0.01,1.0,0.23,-2.63,-2.21,-0.6
-0.0,0.99,0.22,-3.14,-2.27,-0.24
-0.0,1.01,0.23,-3.21,-2.19,-0.18
-0.0,1.0,0.21,-3.27,-2.02,0.27
0.0,1.0,0.21,-2.97,-1.77,0.26
-0.0,0.99,0.2,-2.68,-1.28,0.35
-0.01,0.99,0.21,-2.34,-0.97,0.1
-0.01,0.98,0.2,-1.98,-0.54,-0.05
-0.0,0.99,0.21,-1.54,-0.35,-0.23
-0.01,0.99,0.21,-1.16,-0.24,-0.45
-0.01,1.0,0.21,-0.88,0.05,-0.48
0.0,0.99,0.22,-0.69,0.29,-0.56
-0.01,0.99,0.22,-0.75,-0.1,-0.46
-0.01,0.99,0.22,-0.81,-0.01,-0.6
-0.01,0.99,0.22,-1.09,-0.08,-0.73
-0.01,0.99,0.22,-1.25,-0.06,-0.6
-0.0,0.99,0.22,-1.34,-0.13,-0.8
0.0,0.99,0.21,-1.24,-0.03,-0.62
-0.0,0.99,0.22,-1.19,0.16,-0.5
-0.0,0.99,0.22,-0.97,-0.06,-0.48
-0.0,0.99,0.22,-1.02,0.24,-0.4
-0.01,0.99,0.22,-1.06,0.24,-0.4
-0.01,0.99,0.22,-1.31,0.27,-0.48
-0.01,0.99,0.22,-1.43,0.12,-0.46
-0.0,0.99,0.23,-1.59,-0.21,-0.26
-0.01,0.99,0.25,-1.83,-0.4,-0.25
-0.01,1.0,0.25,-2.5,-1.1,-0.05
-0.01,0.99,0.24,-2.66,-1.4,0.13
-0.01,0.99,0.24,-3.35,-1.91,-0.01
-0.0,0.99,0.24,-3.84,-1.86,0.18
-0.0,0.99,0.23,-3.94,-1.89,0.45
0.0,0.98,0.23,-4.05,-2.08,0.33
-0.0,0.98,0.22,-4.0,-2.05,-0.13
-0.0,0.98,0.22,-3.28,-1.63,-0.18
-0.0,0.97,0.21,-2.99,-1.5,-0.62
0.01,0.98,0.22,-2.3,-1.22,-0.93
-0.0,0.98,0.21,-1.8,-0.85,-1.27
0.0,0.98,0.21,-1.23,-0.08,-1.72
0.0,0.98,0.2,-0.55,0.05,-1.9
0.01,0.98,0.21,-0.02,0.67,-2.1
0.01,0.99,0.21,0.34,0.89,-2.15
0.0,0.99,0.22,0.5,0.56,-2.13
-0.0,0.99,0.24,0.11,0.27,-2.1
-0.01,0.99,0.24,-0.76,-0.46,-1.89
-0.01,1.0,0.25,-1.59,-0.78,-2.05
-0.0,1.0,0.24,-2.73,-1.43,-1.81
0.0,1.0,0.23,-3.39,-1.66,-1.95
0.0,1.0,0.23,-3.89,-1.7,-1.54
-0.0,1.0,0.22,-4.11,-1.89,-1.41
0.0,0.99,0.22,-4.05,-1.85,-1.18
-0.01,1.0,0.22,-3.95,-1.67,-1.15
0.0,1.0,0.22,-3.36,-1.21,-0.92
0.0,0.99,0.22,-3.07,-0.89,-0.92
-0.0,1.0,0.21,-2.79,-0.63,-0.95
-0.0,1.0,0.21,-2.31,-0.08,-0.88
-0.01,1.0,0.22,-2.1,0.05,-0.82
-0.0,0.99,0.22,-1.52,0.5,-0.91
-0.0,0.99,0.22,-1.44,0.47,-0.78
-0.01,0.99,0.23,-1.37,0.46,-0.94
-0.01,0.99,0.23,-1.63,0.52,-0.93
-0.01,0.99,0.24,-1.46,0.02,-1.08
-0.01,1.0,0.24,-1.53,0.03,-0.95
-0.01,0.99,0.25,-1.85,-0.48,-1.02
-0.0,0.99,0.23,-2.18,-0.82,-0.88
-0.01,0.99,0.25,-2.03,-0.99,-0.79
-0.01,0.99,0.23,-2.02,-1.21,-0.89
-0.0,0.99,0.24,-2.12,-1.4,-0.9
0.01,0.99,0.23,-1.91,-1.34,-1.19
0.0,0.98,0.23,-1.44,-1.03,-1.0
0.0,0.99,0.22,-1.27,-0.58,-1.02
0.0,0.99,0.22,-0.95,-0.78,-1.09
0.0,0.99,0.22,-0.61,-0.34,-0.98
-0.0,0.99,0.23,-0.44,-0.15,-0.69
